Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Delivery_fee,Service_fee,Packaging_fee,Estimated_delivery_time,Average_delivery_time,Peak_hour_multiplier,Minimum_order,Cancellation_rate,Availability,24_hours,Drive_through,Population,Area_km2,Urban_density,Tourism_index,Average_income,Cost_of_living_index,Weather_zone,Restaurant_density,Cuisine_diversity_index,Delivery_coverage,Currency,Region,FX_Rate,Base_Delivery_Fee_USD,Service_Fee_USD,Packaging_Fee_USD,Peak_Delivery_Fee_USD,Surge_Dollar_Delta_USD,Surge_Intensity_Pct,Surge_Zone_Category
RES000542,Thai Chain 542,Chain,Thai,-14.87392,-77.93917,Sao Paulo,Brazil,1962,True,False,False,True,1,3.4,1577,Operational,4.42,4.82,0.62,35,33,2.48,9.25,0.085,True,False,True,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.7956,0.8676,0.11159999999999999,1.973088,1.1774879999999999,148.0,Critical Surge (>= 2.0x)
RES000544,Los Angeles Mediterranean Place 544,Local,Mediterranean,-16.244,144.691678,Los Angeles,USA,1985,True,True,True,False,2,2.8,1304,Operational,9.44,2.14,1.88,72,69,1.82,21.36,0.088,False,True,True,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,9.44,2.14,1.88,17.1808,7.740800000000002,82.0,High Surge (1.5x - 1.99x)
RES000546,Manchester French Place 546,Local,French,34.756351,70.715918,Manchester,United Kingdom,1995,True,True,False,True,4,4.2,102,Operational,7.44,0.97,0.2,59,65,1.69,1.6,0.024,False,False,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,9.523200000000001,1.2416,0.256,16.094208000000002,6.571008000000001,69.0,High Surge (1.5x - 1.99x)
RES000547,Osaka Brazilian Place 547,Local,Brazilian,-75.448239,29.742655,Osaka,Japan,1951,True,False,True,False,2,2.8,1006,Operational,4.99,1.44,0.4,71,80,1.66,13.64,0.003,True,False,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.032435,0.009359999999999999,0.0026,0.0538421,0.0214071,65.99999999999999,High Surge (1.5x - 1.99x)
RES000548,Thai Chain 548,Chain,Thai,-45.908356,29.72159,London,United Kingdom,2001,True,True,True,True,3,4.8,3767,Operational,8.94,2.5,1.75,88,96,2.36,8.73,0.094,True,True,False,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,11.4432,3.2,2.24,27.005951999999997,15.562751999999998,136.0,Critical Surge (>= 2.0x)
RES000549,Japanese Chain 549,Chain,Japanese,-66.909883,-40.547015,New York,USA,1965,True,False,True,True,1,4.1,395,Operational,2.28,1.2,1.47,75,74,1.42,13.83,0.037,True,False,False,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,2.28,1.2,1.47,3.2375999999999996,0.9575999999999998,41.99999999999999,Moderate Surge (1.1x - 1.49x)
RES000550,Tokyo French Place 550,Local,French,33.06908,84.902961,Tokyo,Japan,2023,True,False,False,True,4,5.0,3537,Operational,3.81,0.47,0.08,25,29,1.08,15.42,0.05,False,False,True,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.024765,0.0030549999999999996,0.00052,0.0267462,0.0019812000000000024,8.000000000000007,Baseline (< 1.1x)
RES000551,Sao Paulo Pizza Place 551,Local,Pizza,2.572596,155.436084,Sao Paulo,Brazil,2010,True,False,False,False,1,2.7,1116,Operational,3.28,1.49,0.79,38,33,1.28,17.61,0.03,False,False,False,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.5903999999999999,0.2682,0.1422,0.7557119999999999,0.16531200000000001,28.000000000000004,Moderate Surge (1.1x - 1.49x)
RES000552,Chinese Chain 552,Chain,Chinese,50.695845,9.890109,London,United Kingdom,1975,True,False,False,False,4,2.8,571,Operational,5.71,2.78,1.96,83,88,2.11,2.7,0.014,True,False,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,7.3088,3.5584,2.5088,15.421567999999999,8.112767999999999,110.99999999999999,Critical Surge (>= 2.0x)
RES000555,Sao Paulo Italian Place 555,Local,Italian,-84.720497,11.884976,Sao Paulo,Brazil,1951,True,False,False,True,2,2.7,1999,Operational,8.16,3.62,1.78,84,90,2.42,21.61,0.014,True,False,True,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,1.4687999999999999,0.6516,0.3204,3.5544959999999994,2.0856959999999996,142.0,Critical Surge (>= 2.0x)
RES000557,Delhi French Place 557,Local,French,60.037132,-10.355161,Delhi,India,2010,True,True,True,False,4,4.4,2376,Closed Temporarily,1.91,2.53,1.57,30,38,2.32,15.35,0.067,True,True,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.02292,0.030359999999999998,0.018840000000000003,0.0531744,0.030254399999999997,131.99999999999997,Critical Surge (>= 2.0x)
RES000558,Osaka Brazilian Place 558,Local,Brazilian,31.318357,166.024219,Osaka,Japan,2009,True,True,False,True,4,2.9,3424,Operational,1.49,3.79,0.83,53,53,2.25,8.87,0.047,False,False,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.009685,0.024635,0.005395,0.021791249999999998,0.012106249999999999,125.0,Critical Surge (>= 2.0x)
RES000559,Osaka Brazilian Place 559,Local,Brazilian,47.796913,18.963763,Osaka,Japan,1988,True,False,False,True,3,3.9,2126,Operational,7.22,0.07,1.63,60,66,1.5,11.51,0.064,False,False,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.04693,0.000455,0.010594999999999999,0.070395,0.023465,50.0,High Surge (1.5x - 1.99x)
RES000560,Osaka Mediterranean Place 560,Local,Mediterranean,-43.405512,95.151526,Osaka,Japan,1953,True,False,True,True,3,3.0,2506,Operational,7.02,3.0,1.6,56,63,1.34,10.7,0.097,False,False,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.04563,0.0195,0.0104,0.0611442,0.015514200000000006,34.00000000000001,Moderate Surge (1.1x - 1.49x)
RES000561,Manchester Mediterranean Place 561,Local,Mediterranean,-87.716571,-74.883013,Manchester,United Kingdom,1977,True,False,False,True,3,2.9,4559,Operational,1.59,3.43,1.96,26,28,1.76,4.92,0.021,False,True,False,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,2.0352,4.3904000000000005,2.5088,3.5819520000000002,1.5467520000000001,76.0,High Surge (1.5x - 1.99x)
RES000562,Los Angeles Chinese Place 562,Local,Chinese,-31.23534,93.367304,Los Angeles,USA,1967,True,False,False,True,2,3.1,4862,Operational,6.28,4.51,1.53,54,62,1.73,18.86,0.092,False,True,False,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,6.28,4.51,1.53,10.8644,4.5844,73.0,High Surge (1.5x - 1.99x)
RES000564,New York Chinese Place 564,Local,Chinese,36.703076,-127.661832,New York,USA,1975,True,False,False,True,3,2.7,2050,Operational,8.18,2.62,1.58,84,90,2.31,16.97,0.089,False,True,True,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,8.18,2.62,1.58,18.8958,10.715800000000002,131.0,Critical Surge (>= 2.0x)
RES000565,New York Mexican Place 565,Local,Mexican,43.251418,38.205945,New York,USA,2012,True,True,True,False,1,3.4,3626,Operational,0.69,2.17,1.77,85,91,1.4,20.95,0.033,True,True,False,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,0.69,2.17,1.77,0.9659999999999999,0.2759999999999999,39.99999999999999,Moderate Surge (1.1x - 1.49x)
RES000568,Mumbai Brazilian Place 568,Local,Brazilian,-65.405965,-143.5417,Mumbai,India,2018,True,False,False,False,4,4.8,3533,Operational,0.64,4.57,1.44,89,94,1.33,5.76,0.087,True,False,False,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.00768,0.05484000000000001,0.01728,0.0102144,0.0025344,33.00000000000001,Moderate Surge (1.1x - 1.49x)
RES000569,Osaka Indian Place 569,Local,Indian,-85.845131,87.946191,Osaka,Japan,2001,True,False,False,True,2,3.1,4036,Operational,6.08,1.27,1.69,35,38,2.2,9.78,0.067,False,False,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.03952,0.008255,0.010985,0.08694400000000001,0.04742400000000001,120.00000000000001,Critical Surge (>= 2.0x)
RES000570,Delhi Japanese Place 570,Local,Japanese,-33.243048,146.828487,Delhi,India,2008,True,False,False,True,2,2.9,1301,Operational,2.83,1.9,1.0,78,76,2.08,10.69,0.089,True,False,True,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.033960000000000004,0.0228,0.012,0.07063680000000001,0.03667680000000001,108.0,Critical Surge (>= 2.0x)
RES000571,Osaka Burger Place 571,Local,Burger,-77.679509,-43.871247,Osaka,Japan,1961,True,False,False,False,4,3.0,1004,Operational,0.22,3.09,1.39,76,84,1.81,24.46,0.094,True,False,False,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.0014299999999999998,0.020085,0.009035,0.0025883,0.0011583000000000001,81.0,High Surge (1.5x - 1.99x)
RES000573,Mumbai Mexican Place 573,Local,Mexican,63.065867,-26.798857,Mumbai,India,1956,True,True,True,False,2,4.6,309,Operational,1.16,2.34,0.11,17,25,2.27,5.64,0.092,False,True,True,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.01392,0.028079999999999997,0.00132,0.0315984,0.017678399999999997,127.0,Critical Surge (>= 2.0x)
RES000575,American Chain 575,Chain,American,-44.404751,-161.583013,Delhi,India,2019,True,False,False,True,1,2.8,3467,Operational,4.82,1.75,1.5,20,22,2.42,0.64,0.054,False,False,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.05784,0.021,0.018000000000000002,0.1399728,0.0821328,142.0,Critical Surge (>= 2.0x)
RES000577,Tokyo Brazilian Place 577,Local,Brazilian,-71.355433,-176.336324,Tokyo,Japan,1975,True,True,True,False,1,4.4,2905,Operational,1.47,4.38,1.37,52,62,1.15,23.11,0.065,False,True,False,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.009555,0.02847,0.008905,0.010988249999999998,0.0014332499999999988,14.999999999999991,Moderate Surge (1.1x - 1.49x)
RES000581,American Chain 581,Chain,American,-63.036663,-3.64728,New York,USA,2019,True,False,False,False,1,3.2,1209,Operational,4.44,3.81,0.15,68,66,1.46,3.06,0.007,False,False,True,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,4.44,3.81,0.15,6.4824,2.0423999999999998,46.0,Moderate Surge (1.1x - 1.49x)
RES000582,Tokyo Brazilian Place 582,Local,Brazilian,89.4637,43.513092,Tokyo,Japan,1985,True,False,False,False,1,4.0,826,Operational,5.0,2.86,0.35,49,53,2.23,2.63,0.044,True,True,False,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.0325,0.01859,0.0022749999999999997,0.072475,0.039975,123.0,Critical Surge (>= 2.0x)
RES000583,Delhi French Place 583,Local,French,-21.329525,-40.872943,Delhi,India,2023,True,True,False,True,2,2.8,1656,Operational,5.12,0.09,0.05,21,27,1.98,11.16,0.061,True,False,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.06144,0.00108,0.0006000000000000001,0.1216512,0.0602112,98.0,High Surge (1.5x - 1.99x)
RES000584,Rio de Janeiro Pizza Place 584,Local,Pizza,-34.965001,98.623782,Rio de Janeiro,Brazil,1955,True,False,False,True,2,3.1,3003,Closed Temporarily,4.63,2.63,1.99,67,65,1.02,20.89,0.046,True,False,False,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,0.8333999999999999,0.4734,0.35819999999999996,0.8500679999999999,0.016668000000000016,2.0000000000000018,Baseline (< 1.1x)
RES000585,Brazilian Chain 585,Chain,Brazilian,-33.504738,-113.239976,Osaka,Japan,1993,True,False,True,False,3,4.7,871,Operational,3.16,0.76,1.67,58,63,1.14,15.8,0.041,False,False,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.02054,0.00494,0.010854999999999998,0.023415599999999998,0.002875599999999999,13.99999999999999,Moderate Surge (1.1x - 1.49x)
RES000586,American Chain 586,Chain,American,13.724035,148.385238,London,United Kingdom,1997,True,False,True,True,3,2.8,4524,Operational,0.84,1.56,1.56,73,71,2.12,23.12,0.089,False,True,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,1.0752,1.9968000000000001,1.9968000000000001,2.279424,1.2042240000000002,112.00000000000001,Critical Surge (>= 2.0x)
RES000587,Osaka Indian Place 587,Local,Indian,-78.522828,18.836824,Osaka,Japan,2005,True,False,False,True,2,4.6,1007,Operational,2.81,4.46,1.83,68,71,1.55,8.45,0.026,False,True,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.018265,0.02899,0.011895,0.02831075,0.010045749999999999,55.00000000000001,High Surge (1.5x - 1.99x)
RES000588,Osaka Japanese Place 588,Local,Japanese,24.921858,-173.170866,Osaka,Japan,1967,True,False,False,True,4,2.9,4513,Operational,5.92,4.75,0.46,77,87,2.3,23.57,0.05,False,False,False,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.03848,0.030875,0.00299,0.088504,0.050024,129.99999999999997,Critical Surge (>= 2.0x)
RES000589,Rio de Janeiro Pizza Place 589,Local,Pizza,-30.531752,-158.140588,Rio de Janeiro,Brazil,2016,True,False,False,False,4,5.0,2602,Operational,1.97,1.76,0.88,54,58,1.17,3.29,0.006,False,True,False,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,0.35459999999999997,0.31679999999999997,0.15839999999999999,0.4148819999999999,0.06028199999999995,16.999999999999993,Moderate Surge (1.1x - 1.49x)
RES000592,Sao Paulo American Place 592,Local,American,-54.635052,-27.149331,Sao Paulo,Brazil,1995,True,True,False,False,3,4.7,4310,Operational,6.7,4.94,1.68,63,73,1.91,8.5,0.049,False,True,True,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,1.206,0.8892,0.3024,2.30346,1.0974599999999999,90.99999999999999,High Surge (1.5x - 1.99x)
RES000594,Mexican Chain 594,Chain,Mexican,17.579914,29.287714,Tokyo,Japan,1970,True,True,True,False,4,2.9,3578,Operational,4.62,2.0,1.65,64,62,1.76,14.07,0.075,True,False,False,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.030029999999999998,0.013,0.010724999999999998,0.0528528,0.0228228,76.0,High Surge (1.5x - 1.99x)
RES000596,Delhi Mexican Place 596,Local,Mexican,31.593263,73.22356,Delhi,India,2022,True,True,True,False,1,3.6,1713,Operational,6.61,4.53,0.65,53,56,1.53,2.87,0.095,True,False,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.07932,0.054360000000000006,0.0078000000000000005,0.1213596,0.042039599999999996,53.0,High Surge (1.5x - 1.99x)
RES000597,London Italian Place 597,Local,Italian,84.334869,92.430057,London,United Kingdom,1986,True,False,True,True,2,2.0,3130,Operational,0.07,3.73,0.88,42,44,2.07,15.31,0.022,False,True,False,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,0.08960000000000001,4.7744,1.1264,0.18547200000000003,0.09587200000000001,106.99999999999999,Critical Surge (>= 2.0x)
RES000600,New York American Place 600,Local,American,-16.40237,-44.325285,New York,USA,2014,True,True,True,False,3,3.9,429,Operational,5.54,3.5,1.45,70,70,1.04,17.93,0.017,False,True,False,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,5.54,3.5,1.45,5.7616000000000005,0.22160000000000046,4.0000000000000036,Baseline (< 1.1x)
RES000602,Thai Chain 602,Chain,Thai,73.898773,176.357568,London,United Kingdom,1951,True,True,False,True,4,2.4,4840,Operational,7.3,4.59,0.2,55,55,1.98,18.81,0.1,True,True,False,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,9.344,5.8751999999999995,0.256,18.50112,9.15712,98.0,High Surge (1.5x - 1.99x)
RES000603,Manchester Japanese Place 603,Local,Japanese,-74.217711,-178.83275,Manchester,United Kingdom,1991,True,False,True,True,1,4.4,934,Operational,0.51,1.21,1.13,50,45,2.47,0.84,0.053,False,True,False,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,0.6528,1.5488,1.4464,1.6124160000000003,0.9596160000000002,147.00000000000003,Critical Surge (>= 2.0x)
RES000604,Mumbai Burger Place 604,Local,Burger,-64.930134,-86.386135,Mumbai,India,1958,True,True,False,True,3,3.6,4976,Operational,9.21,4.41,0.66,39,48,1.23,4.87,0.052,True,False,True,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.11052000000000001,0.05292,0.00792,0.1359396,0.025419599999999987,23.0,Moderate Surge (1.1x - 1.49x)
RES000605,Chinese Chain 605,Chain,Chinese,43.46702,-32.254461,New York,USA,2006,True,True,True,True,2,3.8,871,Operational,9.39,1.25,0.06,53,57,2.16,22.01,0.027,True,True,True,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,9.39,1.25,0.06,20.282400000000003,10.892400000000002,116.00000000000001,Critical Surge (>= 2.0x)
RES000607,Sao Paulo Thai Place 607,Local,Thai,-50.581435,154.741368,Sao Paulo,Brazil,1998,True,True,True,False,1,3.2,4764,Closed Temporarily,8.52,4.86,1.11,58,56,1.76,18.8,0.005,True,True,False,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,1.5335999999999999,0.8748,0.1998,2.6991359999999998,1.165536,76.0,High Surge (1.5x - 1.99x)
RES000609,Brazilian Chain 609,Chain,Brazilian,53.523977,21.307968,Sao Paulo,Brazil,1978,True,True,True,False,3,2.8,4843,Operational,4.61,3.71,0.2,62,62,1.44,14.23,0.038,True,False,False,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.8298,0.6678,0.036,1.194912,0.365112,43.99999999999999,Moderate Surge (1.1x - 1.49x)
RES000612,Sao Paulo Mexican Place 612,Local,Mexican,7.283386,-2.345663,Sao Paulo,Brazil,1962,True,True,False,True,3,3.2,2002,Operational,0.3,2.29,1.8,26,25,2.5,1.6,0.054,True,True,False,12325000,1521.0,8100,0.8,12000,50,Humid subtropical,17.87,0.811,0.692,BRL,South America,0.18,0.054,0.4122,0.324,0.135,0.08100000000000002,150.0,Critical Surge (>= 2.0x)
RES000614,Delhi Brazilian Place 614,Local,Brazilian,-58.481986,175.645398,Delhi,India,1953,True,False,False,True,3,3.4,2489,Operational,2.23,4.19,1.43,74,80,1.81,22.31,0.087,False,True,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.02676,0.050280000000000005,0.017159999999999998,0.0484356,0.021675600000000003,81.0,High Surge (1.5x - 1.99x)
RES000617,Tokyo Italian Place 617,Local,Italian,-89.032922,25.030585,Tokyo,Japan,1955,True,True,True,True,4,2.1,4290,Operational,8.36,4.29,0.34,58,54,1.66,11.74,0.018,True,False,True,13929000,2194.0,6349,1.4,45000,85,Humid subtropical,43.11,0.547,0.778,JPY,Asia,0.0065,0.05433999999999999,0.027885,0.00221,0.09020439999999998,0.035864399999999984,65.99999999999999,High Surge (1.5x - 1.99x)
RES000618,London Thai Place 618,Local,Thai,64.552147,1.378198,London,United Kingdom,1970,True,True,True,True,4,3.4,2616,Operational,5.58,4.34,1.31,42,45,1.02,2.64,0.041,False,False,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,7.1424,5.5552,1.6768,7.285248,0.14284799999999986,2.0000000000000018,Baseline (< 1.1x)
RES000619,Rio de Janeiro Brazilian Place 619,Local,Brazilian,23.022829,-167.125684,Rio de Janeiro,Brazil,1978,True,True,True,True,4,4.4,3175,Operational,9.33,1.06,1.36,55,51,2.39,19.96,0.089,False,False,False,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,1.6794,0.1908,0.24480000000000002,4.013766,2.334366,139.0,Critical Surge (>= 2.0x)
RES000620,Italian Chain 620,Chain,Italian,26.999718,-112.051279,Manchester,United Kingdom,2019,True,True,True,False,4,2.1,1572,Operational,8.32,1.97,0.35,26,32,1.97,20.9,0.015,False,False,True,552000,115.0,4800,0.8,35000,75,Oceanic,11.14,0.585,0.85,GBP,Europe,1.28,10.649600000000001,2.5216,0.44799999999999995,20.979712000000003,10.330112000000002,97.0,High Surge (1.5x - 1.99x)
RES000621,Osaka Thai Place 621,Local,Thai,15.911422,-114.531685,Osaka,Japan,2020,True,False,True,False,3,4.2,4365,Operational,1.28,3.85,0.98,66,75,1.16,7.3,0.004,False,False,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.00832,0.025025,0.00637,0.009651199999999999,0.0013311999999999994,15.999999999999993,Moderate Surge (1.1x - 1.49x)
RES000622,Thai Chain 622,Chain,Thai,4.841087,-167.579961,Rio de Janeiro,Brazil,1960,True,True,False,True,2,2.0,2495,Operational,3.07,2.46,0.86,75,72,2.39,5.05,0.026,False,True,True,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,0.5526,0.44279999999999997,0.1548,1.320714,0.768114,139.0,Critical Surge (>= 2.0x)
RES000624,Burger Chain 624,Chain,Burger,-77.69143,65.706018,Rio de Janeiro,Brazil,1966,True,True,False,True,4,2.8,181,Operational,9.43,1.86,0.57,51,49,1.64,21.12,0.023,True,True,False,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,1.6973999999999998,0.3348,0.10259999999999998,2.7837359999999993,1.0863359999999995,63.99999999999999,High Surge (1.5x - 1.99x)
RES000625,Delhi Burger Place 625,Local,Burger,-83.783529,64.297264,Delhi,India,1961,True,False,False,False,2,2.7,3405,Operational,2.61,3.72,1.12,43,44,1.13,5.93,0.014,True,False,True,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.03132,0.044640000000000006,0.013440000000000002,0.035391599999999995,0.004071599999999995,12.99999999999999,Moderate Surge (1.1x - 1.49x)
RES000629,Delhi Japanese Place 629,Local,Japanese,84.216212,-126.594972,Delhi,India,1968,True,False,True,False,2,3.8,207,Operational,6.88,4.05,0.62,88,92,1.83,0.41,0.014,True,False,False,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.08256,0.0486,0.00744,0.1510848,0.0685248,83.0,High Surge (1.5x - 1.99x)
RES000631,Mexican Chain 631,Chain,Mexican,2.334313,22.018029,Los Angeles,USA,1984,True,True,False,False,2,4.5,354,Operational,8.73,4.33,1.05,27,28,1.21,12.01,0.021,True,False,True,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,8.73,4.33,1.05,10.5633,1.8332999999999995,20.999999999999996,Moderate Surge (1.1x - 1.49x)
RES000632,Indian Chain 632,Chain,Indian,7.567919,-140.481548,Rio de Janeiro,Brazil,1961,True,False,True,True,3,3.6,2348,Operational,8.56,2.37,1.51,20,25,1.55,8.93,0.083,False,False,False,6747000,1200.0,5622,1.2,11000,55,Tropical savanna,30.89,0.546,0.62,BRL,South America,0.18,1.5408,0.4266,0.2718,2.38824,0.8474400000000002,55.00000000000001,High Surge (1.5x - 1.99x)
RES000634,Osaka Indian Place 634,Local,Indian,-53.914614,-155.903319,Osaka,Japan,1980,True,True,True,False,4,3.7,144,Operational,3.04,0.72,0.3,19,19,1.48,6.44,0.066,True,False,True,2691000,223.0,12067,1.0,40000,80,Humid subtropical,6.53,0.984,0.835,JPY,Asia,0.0065,0.01976,0.004679999999999999,0.00195,0.029244799999999998,0.009484799999999998,48.0,Moderate Surge (1.1x - 1.49x)
RES000635,Brazilian Chain 635,Chain,Brazilian,13.414062,-114.684763,Delhi,India,1959,True,False,False,True,1,3.3,2585,Operational,4.76,3.92,0.07,26,33,1.37,18.74,0.076,False,True,True,16787000,1484.0,11312,1.1,14000,38,Humid subtropical,48.44,0.543,0.607,INR,Asia,0.012,0.05712,0.04704,0.0008400000000000001,0.0782544,0.021134400000000005,37.000000000000014,Moderate Surge (1.1x - 1.49x)
RES000636,Pizza Chain 636,Chain,Pizza,-59.627624,-134.000353,Mumbai,India,1952,True,False,False,False,1,4.3,4169,Operational,0.46,1.81,1.69,27,22,1.73,14.61,0.071,False,True,False,12442000,603.0,20633,0.9,15000,40,Tropical wet and dry,43.76,0.907,0.779,INR,Asia,0.012,0.005520000000000001,0.02172,0.02028,0.0095496,0.0040295999999999995,73.0,High Surge (1.5x - 1.99x)
RES000639,New York Japanese Place 639,Local,Japanese,49.011824,-60.901532,New York,USA,1964,True,False,False,True,1,3.8,2720,Operational,7.44,2.16,0.72,36,39,1.35,10.64,0.044,False,False,True,8419000,783.8,10700,1.2,85000,100,Humid subtropical,45.77,0.991,0.866,USD,North America,1.0,7.44,2.16,0.72,10.044,2.604,35.00000000000001,Moderate Surge (1.1x - 1.49x)
RES000641,Mexican Chain 641,Chain,Mexican,9.536364,14.722625,Los Angeles,USA,1988,True,False,False,True,3,3.6,3374,Operational,0.5,3.96,1.01,48,45,1.68,16.59,0.03,True,False,True,3898000,1302.0,2990,1.1,75000,95,Mediterranean,23.33,0.526,0.849,USD,North America,1.0,0.5,3.96,1.01,0.84,0.33999999999999997,68.0,High Surge (1.5x - 1.99x)
RES000642,London Brazilian Place 642,Local,Brazilian,41.182508,-83.128917,London,United Kingdom,2005,True,True,True,True,1,2.2,2692,Operational,4.62,3.84,1.5,73,80,1.99,13.76,0.05,False,True,True,8982000,1572.0,5700,1.3,50000,90,Oceanic,8.54,0.837,0.979,GBP,Europe,1.28,5.913600000000001,4.9152,1.92,11.768064,5.854464,99.0,High Surge (1.5x - 1.99x)
