Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Delivery_fee,Service_fee,Packaging_fee,Estimated_delivery_time,Average_delivery_time,Peak_hour_multiplier,Minimum_order,Cancellation_rate,Availability,Estimated_value_score,Avg_Current_Price,Avg_Previous_Price,Avg_Price_Change,Price_Change_Pct,Cost_of_living_index,Average_income,Currency,Region,FX_Rate,Delivery_fee_USD,Service_fee_USD,Packaging_fee_USD,Minimum_order_USD,Avg_Current_Price_USD,Avg_Previous_Price_USD,Delivery_Platform,Total_Platform_Fees_USD,Fee_Overhead_Pct,Menu_Markup_Pct,Total_Consumer_Markup_Pct
RES001547,Delhi Thai Place 1547,Local,Thai,63.424471,-152.152119,Delhi,India,1989,True,False,False,False,3,2.3,112,Operational,1.96,4.9,0.38,38.0,37.0,1.03,22.45,0.025,False,0.2,66.81,59.734,7.0760000000000005,11.33195708420418,38,14000,INR,Asia,0.012,0.02352,0.058800000000000005,0.00456,0.2694,0.8017200000000001,0.716808,Zomato,0.08688,10.836687575852446,11.33195708420418,22.16864466005663
RES001548,Osaka Brazilian Place 1548,Local,Brazilian,55.82654,125.954683,Osaka,Japan,2010,False,True,True,False,2,5.0,261,Operational,,,,,,,,,,9.0,33.89,29.906666666666666,3.983333333333333,16.059526183498576,80,40000,JPY,Asia,0.0065,,,,,0.22028499999999998,0.19439333333333333,Uber Eats JP,0.0,0.0,16.059526183498576,16.059526183498576
RES001549,London Pizza Place 1549,Local,Pizza,16.468726,-173.876908,London,United Kingdom,1986,True,False,True,False,4,2.8,4758,Operational,9.16,1.3,1.37,51.0,52.0,1.45,23.72,0.02,False,1.5,64.255,60.525000000000006,3.73,6.624771525723115,90,50000,GBP,Europe,1.28,11.7248,1.6640000000000001,1.7536000000000003,30.3616,82.2464,77.47200000000001,Uber Eats UK,15.1424,18.411018373922527,6.624771525723115,25.035789899645643
RES001550,Mumbai Pizza Place 1550,Local,Pizza,-63.893329,-176.055572,Mumbai,India,2019,True,False,True,False,1,3.6,1963,Operational,0.43,3.37,1.69,29.0,36.0,2.32,21.89,0.06,False,4.1,24.3925,21.619999999999997,2.7725,13.06551534217897,40,15000,INR,Asia,0.012,0.00516,0.040440000000000004,0.02028,0.26268,0.29270999999999997,0.25943999999999995,Swiggy,0.06588,22.506841218813097,13.06551534217897,35.57235656099206
RES001551,Osaka Brazilian Place 1551,Local,Brazilian,-52.517788,141.628245,Osaka,Japan,1977,True,False,False,False,3,4.0,3929,Operational,7.95,1.55,0.35,90.0,87.0,1.62,8.8,0.001,False,6.3,60.964285714285715,53.84571428571429,7.118571428571428,13.024405529846806,80,40000,JPY,Asia,0.0065,0.051675,0.010075,0.0022749999999999997,0.0572,0.3962678571428571,0.34999714285714284,Demae-can,0.064025,16.156959812998537,13.024405529846806,29.181365342845343
RES001552,Manchester French Place 1552,Local,French,-18.91245,-67.057351,Manchester,United Kingdom,2003,False,False,True,False,4,2.7,4005,Operational,,,,,,,,,,5.6,42.94,36.52,6.419999999999999,19.535798734240693,75,35000,GBP,Europe,1.28,,,,,54.9632,46.7456,Deliveroo,0.0,0.0,19.535798734240693,19.535798734240693
RES001553,Tokyo French Place 1553,Local,French,-8.53182,-149.765363,Tokyo,Japan,1957,False,True,True,True,3,2.4,4923,Operational,,,,,,,,,,3.1,57.48333333333333,49.973333333333336,7.510000000000001,15.177790484471917,85,45000,JPY,Asia,0.0065,,,,,0.3736416666666666,0.32482666666666665,Demae-can,0.0,0.0,15.177790484471917,15.177790484471917
RES001554,London Mexican Place 1554,Local,Mexican,71.553449,14.498706,London,United Kingdom,2001,True,False,True,False,3,4.6,4560,Operational,2.84,2.72,0.52,55.0,53.0,1.57,15.84,0.002,False,3.1,72.01142857142857,61.06857142857143,10.942857142857141,17.836422202097243,90,50000,GBP,Europe,1.28,3.6351999999999998,3.4816000000000003,0.6656000000000001,20.2752,92.17462857142857,78.16777142857143,Deliveroo,7.7824,8.44310417756462,17.836422202097243,26.279526379661863
RES001555,Los Angeles Burger Place 1555,Local,Burger,4.791312,115.14748,Los Angeles,USA,1975,True,True,True,False,1,4.3,3262,Operational,0.05,4.57,0.91,38.0,42.0,1.93,18.61,0.088,True,1.2,38.72,33.7,5.02,14.896141991212403,95,75000,USD,North America,1.0,0.05,4.57,0.91,18.61,38.72,33.7,DoorDash,5.53,14.282024424534494,14.896141991212403,29.178166415746897
RES001556,Rio de Janeiro Japanese Place 1556,Local,Japanese,-40.009553,-148.74957,Rio de Janeiro,Brazil,1995,False,False,True,False,4,4.4,4622,Operational,,,,,,,,,,5.2,84.63199999999999,69.106,15.526,21.13781502887118,55,11000,BRL,South America,0.18,,,,,15.233759999999998,12.439079999999999,iFood,0.0,0.0,21.13781502887118,21.13781502887118
RES001557,Rio de Janeiro Mexican Place 1557,Local,Mexican,-61.263719,52.440963,Rio de Janeiro,Brazil,1987,True,False,False,True,3,4.2,2633,Operational,0.94,2.86,1.69,67.0,63.0,1.62,13.66,0.022,False,7.8,31.38,27.19,4.19,15.410076667522004,55,11000,BRL,South America,0.18,0.1692,0.5147999999999999,0.30419999999999997,2.4588,5.6484,4.8942,Rappi,0.9882,17.49521678790157,15.410076667522004,32.905293455423575
RES001558,Pizza Chain 1558,Chain,Pizza,45.123167,159.506805,Rio de Janeiro,Brazil,1988,True,True,True,False,3,3.8,514,Operational,8.0,1.93,0.19,83.0,85.0,2.21,0.5,0.095,True,8.4,80.26833333333333,68.91833333333334,11.35,16.060756613355316,55,11000,BRL,South America,0.18,1.44,0.3474,0.0342,0.09,14.4483,12.4053,iFood,1.8215999999999999,12.60771076128605,16.060756613355316,28.668467374641367
RES001559,Mumbai Japanese Place 1559,Local,Japanese,-48.583605,-88.13583,Mumbai,India,2022,True,True,False,False,3,2.4,2150,Operational,6.17,1.39,0.0,47.0,57.0,1.73,2.91,0.005,False,5.4,69.04,60.43,8.61,14.247889885025817,40,15000,INR,Asia,0.012,0.07404,0.01668,0.0,0.03492,0.8284800000000001,0.72516,Zomato,0.09072,10.950160595113223,14.247889885025817,25.198050480139038
RES001560,Manchester Mediterranean Place 1560,Local,Mediterranean,-70.466829,130.679568,Manchester,United Kingdom,1977,False,True,False,True,2,3.2,1818,Operational,,,,,,,,,,0.5,38.78875,33.195,5.59375,16.829726922861266,75,35000,GBP,Europe,1.28,,,,,49.6496,42.4896,Deliveroo,0.0,0.0,16.829726922861266,16.829726922861266
RES001561,French Chain 1561,Chain,French,-30.262657,-24.356205,Mumbai,India,2022,False,True,False,True,4,4.8,229,Operational,,,,,,,,,,6.3,80.62666666666668,69.51333333333334,11.113333333333335,14.580876790691292,40,15000,INR,Asia,0.012,,,,,0.9675200000000002,0.83416,Zomato,0.0,0.0,14.580876790691292,14.580876790691292
RES001562,Rio de Janeiro Indian Place 1562,Local,Indian,-55.941081,60.416406,Rio de Janeiro,Brazil,2011,False,True,True,False,3,2.0,2344,Operational,,,,,,,,,,5.4,68.37,58.80333333333334,9.566666666666666,16.161252247418332,55,11000,BRL,South America,0.18,,,,,12.3066,10.584600000000002,iFood,0.0,0.0,16.161252247418332,16.161252247418332
RES001563,Manchester Japanese Place 1563,Local,Japanese,8.701339,-82.23761,Manchester,United Kingdom,1986,True,False,False,True,1,4.9,3912,Operational,8.78,3.64,0.06,61.0,62.0,2.03,4.25,0.03,True,6.6,26.421666666666667,24.031666666666666,2.39,10.042561602774713,75,35000,GBP,Europe,1.28,11.238399999999999,4.6592,0.0768,5.44,33.81973333333333,30.760533333333335,Uber Eats UK,15.9744,47.233960629475874,10.042561602774713,57.276522232250585
RES001564,Sao Paulo Chinese Place 1564,Local,Chinese,42.20755,-80.243225,Sao Paulo,Brazil,1986,True,True,True,True,4,2.5,3983,Operational,0.07,1.8,0.89,70.0,76.0,1.48,18.58,0.017,False,1.2,117.77499999999999,105.63499999999999,12.14,11.753551017666666,50,12000,BRL,South America,0.18,0.0126,0.324,0.1602,3.3443999999999994,21.199499999999997,19.0143,iFood,0.4968,2.3434513859547925,11.753551017666666,14.09700240362146
RES001565,Manchester French Place 1565,Local,French,-78.2509,145.740117,Manchester,United Kingdom,1960,False,True,False,False,4,3.1,4657,Operational,,,,,,,,,,9.6,85.24,75.325,9.915000000000001,14.239689480379042,75,35000,GBP,Europe,1.28,,,,,109.10719999999999,96.41600000000001,Uber Eats UK,0.0,0.0,14.239689480379042,14.239689480379042
RES001566,Sao Paulo Italian Place 1566,Local,Italian,8.704929,174.292519,Sao Paulo,Brazil,1976,True,False,False,False,4,3.5,3084,Closed Temporarily,7.02,2.55,0.12,84.0,87.0,2.38,10.9,0.026,True,2.4,105.6,96.264,9.336,10.009466182027518,50,12000,BRL,South America,0.18,1.2635999999999998,0.45899999999999996,0.021599999999999998,1.962,19.008,17.32752,iFood,1.7442,9.176135880885107,10.009466182027518,19.185602062912626
RES001567,French Chain 1567,Chain,French,-79.536808,-55.428305,Mumbai,India,1991,True,False,True,True,3,3.7,4487,Operational,5.83,4.02,1.02,53.0,63.0,1.02,7.32,0.098,False,0.7,50.18,43.685,6.495,13.185325290127658,40,15000,INR,Asia,0.012,0.06996000000000001,0.04824,0.012240000000000001,0.08784,0.60216,0.52422,Zomato,0.13044,21.661980765941333,13.185325290127658,34.84730605606899
RES001568,Italian Chain 1568,Chain,Italian,-18.941443,75.16071,Tokyo,Japan,1968,True,False,True,True,4,3.7,3820,Operational,0.02,2.31,0.56,78.0,85.0,1.36,11.56,0.089,True,7.1,78.93333333333332,70.06666666666666,8.866666666666667,14.07804647188522,85,45000,JPY,Asia,0.0065,0.00013,0.015014999999999999,0.00364,0.07514,0.5130666666666666,0.4554333333333333,Uber Eats JP,0.018785,3.661310431437569,14.07804647188522,17.73935690332279
RES001569,London Indian Place 1569,Local,Indian,-86.189798,33.187871,London,United Kingdom,1981,False,False,True,True,4,4.4,4073,Operational,,,,,,,,,,1.1,82.86500000000001,74.8875,7.9775,14.961511090527507,90,50000,GBP,Europe,1.28,,,,,106.06720000000001,95.85600000000001,Uber Eats UK,0.0,0.0,14.961511090527507,14.961511090527507
RES001570,New York Italian Place 1570,Local,Italian,45.220918,-154.340733,New York,USA,2014,True,False,False,True,4,2.4,2684,Operational,2.58,1.84,0.79,49.0,47.0,1.54,2.95,0.026,False,5.7,105.29,94.47,10.82,11.453371319430811,100,85000,USD,North America,1.0,2.58,1.84,0.79,2.95,105.29,94.47,Uber Eats,5.21,4.948238152262911,11.453371319430811,16.40160947169372
RES001571,Sao Paulo Chinese Place 1571,Local,Chinese,64.588483,151.217784,Sao Paulo,Brazil,1979,False,True,False,False,2,2.0,164,Operational,,,,,,,,,,5.7,57.51333333333334,50.03333333333333,7.48,15.60489878654652,50,12000,BRL,South America,0.18,,,,,10.352400000000001,9.005999999999998,Rappi,0.0,0.0,15.60489878654652,15.60489878654652
RES001572,Chinese Chain 1572,Chain,Chinese,-23.452943,-165.20186,Mumbai,India,2015,True,False,True,False,4,3.0,3407,Operational,1.02,3.48,1.24,63.0,73.0,1.67,23.54,0.022,True,4.0,25.53,21.52,4.01,18.63382813039832,40,15000,INR,Asia,0.012,0.012240000000000001,0.04176,0.01488,0.28248,0.30636,0.25824,Swiggy,0.06888,22.483279529705154,18.63382813039832,41.11710766010347
RES001573,Mumbai Mediterranean Place 1573,Local,Mediterranean,-23.190169,5.146649,Mumbai,India,1977,False,True,True,True,1,4.9,632,Operational,,,,,,,,,,3.8,30.665,25.435000000000002,5.23,20.578290960454403,40,15000,INR,Asia,0.012,,,,,0.36798,0.30522000000000005,Zomato,0.0,0.0,20.578290960454403,20.578290960454403
RES001574,Thai Chain 1574,Chain,Thai,-74.765324,74.392982,Los Angeles,USA,1998,True,False,False,False,1,3.5,4747,Operational,2.18,2.72,0.3,30.0,27.0,2.09,13.19,0.065,False,3.2,21.7025,19.259999999999998,2.4425,12.287874264627929,95,75000,USD,North America,1.0,2.18,2.72,0.3,13.19,21.7025,19.259999999999998,Uber Eats,5.2,23.96037212485326,12.287874264627929,36.24824638948119
RES001575,Tokyo Mexican Place 1575,Local,Mexican,-74.921394,-42.549485,Tokyo,Japan,2014,False,True,False,True,2,4.0,1378,Operational,,,,,,,,,,2.1,38.432500000000005,32.435,5.9975000000000005,19.77774781762874,85,45000,JPY,Asia,0.0065,,,,,0.24981125,0.2108275,Demae-can,0.0,0.0,19.77774781762874,19.77774781762874
RES001576,Delhi Brazilian Place 1576,Local,Brazilian,-67.60875,22.236631,Delhi,India,1975,False,True,True,False,3,2.1,627,Operational,,,,,,,,,,3.9,58.324,52.56,5.764,15.220958360224232,38,14000,INR,Asia,0.012,,,,,0.699888,0.6307200000000001,Swiggy,0.0,0.0,15.220958360224232,15.220958360224232
RES001577,Sao Paulo Mexican Place 1577,Local,Mexican,-51.517811,26.029147,Sao Paulo,Brazil,2001,True,False,False,False,2,4.0,2392,Operational,7.04,4.46,0.17,86.0,88.0,2.2,2.65,0.068,False,1.5,65.13,60.64,4.49,7.404353439901825,50,12000,BRL,South America,0.18,1.2671999999999999,0.8028,0.030600000000000002,0.477,11.723399999999998,10.9152,Rappi,2.1006,17.918008605182067,7.404353439901825,25.322362045083892
RES001578,Delhi Mediterranean Place 1578,Local,Mediterranean,-8.595825,108.780112,Delhi,India,1996,True,False,False,True,1,2.9,3545,Operational,1.64,0.56,1.34,15.0,25.0,1.01,5.14,0.065,True,3.5,17.422,15.258000000000001,2.164,15.033376545588897,38,14000,INR,Asia,0.012,0.01968,0.006720000000000001,0.01608,0.06168,0.209064,0.183096,Swiggy,0.042480000000000004,20.319039533159543,15.033376545588897,35.35241607874844
RES001579,Sao Paulo Indian Place 1579,Local,Indian,-29.098051,126.629042,Sao Paulo,Brazil,2000,True,True,False,True,1,2.8,1685,Operational,4.67,3.25,0.77,31.0,39.0,2.22,24.59,0.042,False,8.0,16.77,14.67,2.1,14.314927449561864,50,12000,BRL,South America,0.18,0.8405999999999999,0.585,0.1386,4.4262,3.0185999999999997,2.6406,Rappi,1.5641999999999998,51.818706745277034,14.314927449561864,66.13363419483889
RES001580,Rio de Janeiro Mediterranean Place 1580,Local,Mediterranean,-33.876732,61.56203,Rio de Janeiro,Brazil,2004,True,False,False,False,2,4.6,471,Operational,4.84,2.08,0.15,33.0,42.0,1.55,2.69,0.071,False,5.2,41.965,35.735,6.23,15.731261391584406,55,11000,BRL,South America,0.18,0.8712,0.3744,0.027,0.48419999999999996,7.5537,6.4323,iFood,1.2726,16.847370580328768,15.731261391584406,32.578631971913175
RES001581,Pizza Chain 1581,Chain,Pizza,-58.307484,-61.993403,Osaka,Japan,2005,True,True,True,True,2,4.9,2216,Operational,6.41,1.06,0.91,80.0,81.0,1.47,13.28,0.083,True,2.2,48.43333333333334,41.940000000000005,6.493333333333333,16.767196403054033,80,40000,JPY,Asia,0.0065,0.041665,0.00689,0.005915,0.08632,0.3148166666666667,0.27261,Demae-can,0.054470000000000005,17.302078557641305,16.767196403054033,34.06927496069534
RES001582,Tokyo Italian Place 1582,Local,Italian,4.81821,-97.151402,Tokyo,Japan,2021,True,True,True,True,3,4.4,3406,Operational,9.85,0.22,0.72,47.0,49.0,1.19,10.43,0.036,True,2.1,100.83,93.19,7.64,8.19830445113956,85,45000,JPY,Asia,0.0065,0.064025,0.0014299999999999998,0.004679999999999999,0.067795,0.655395,0.6057349999999999,Uber Eats JP,0.070135,10.701163876496043,8.19830445113956,18.899468327635603
RES001583,Rio de Janeiro Mexican Place 1583,Local,Mexican,-86.95912,84.326076,Rio de Janeiro,Brazil,2008,True,False,False,False,1,2.7,755,Operational,0.04,2.36,1.19,44.0,46.0,1.26,5.45,0.039,False,7.6,10.229999999999999,9.26,0.9700000000000001,11.881208035647555,55,11000,BRL,South America,0.18,0.0072,0.42479999999999996,0.21419999999999997,0.981,1.8413999999999997,1.6667999999999998,Rappi,0.6461999999999999,35.09284506742421,11.881208035647555,46.97405310307176
RES001584,Brazilian Chain 1584,Chain,Brazilian,-66.149626,30.145619,Osaka,Japan,1950,False,True,False,False,2,4.7,841,Operational,,,,,,,,,,3.0,42.72333333333333,37.67666666666667,5.046666666666667,13.807421268368273,80,40000,JPY,Asia,0.0065,,,,,0.2777016666666666,0.24489833333333333,Uber Eats JP,0.0,0.0,13.807421268368273,13.807421268368273
RES001585,Manchester Mediterranean Place 1585,Local,Mediterranean,-32.418512,36.04045,Manchester,United Kingdom,1966,True,True,True,True,1,4.4,2139,Operational,9.73,1.19,1.49,41.0,43.0,2.26,18.89,0.091,True,1.1,9.19,7.880000000000001,1.31,17.01790963028954,75,35000,GBP,Europe,1.28,12.454400000000001,1.5231999999999999,1.9072,24.1792,11.7632,10.086400000000001,Uber Eats UK,15.8848,135.03807339515836,17.01790963028954,152.05598302544792
RES001586,Tokyo Mediterranean Place 1586,Local,Mediterranean,-5.851055,148.863813,Tokyo,Japan,1973,False,True,False,True,2,3.8,3258,Operational,,,,,,,,,,5.4,44.70857142857143,38.68714285714286,6.021428571428571,16.032700001201153,85,45000,JPY,Asia,0.0065,,,,,0.2906057142857143,0.2514664285714286,Uber Eats JP,0.0,0.0,16.032700001201153,16.032700001201153
RES001587,Mumbai Mediterranean Place 1587,Local,Mediterranean,25.510165,57.378055,Mumbai,India,2004,True,True,True,True,1,4.8,4102,Operational,1.61,2.88,1.6,20.0,18.0,1.41,14.67,0.087,False,9.0,18.03,15.555,2.475,17.25262375471108,40,15000,INR,Asia,0.012,0.01932,0.03456,0.019200000000000002,0.17604,0.21636000000000002,0.18666,Zomato,0.07308,33.77688215528676,17.25262375471108,51.029505909997845
RES001588,French Chain 1588,Chain,French,-55.679613,116.633063,London,United Kingdom,1989,False,True,False,True,1,2.9,2117,Operational,,,,,,,,,,8.8,25.151666666666667,22.21666666666667,2.935,13.65817503478111,90,50000,GBP,Europe,1.28,,,,,32.19413333333333,28.437333333333335,Deliveroo,0.0,0.0,13.65817503478111,13.65817503478111
RES001589,Los Angeles Indian Place 1589,Local,Indian,-1.695463,-68.313034,Los Angeles,USA,2023,False,False,True,True,3,4.8,198,Operational,,,,,,,,,,0.9,71.32333333333334,63.623333333333335,7.7,13.85058199402978,95,75000,USD,North America,1.0,,,,,71.32333333333334,63.623333333333335,DoorDash,0.0,0.0,13.85058199402978,13.85058199402978
RES001590,Brazilian Chain 1590,Chain,Brazilian,45.328765,115.96566,Osaka,Japan,1961,True,True,False,False,4,3.3,243,Operational,0.25,4.35,0.07,55.0,54.0,1.56,15.2,0.066,False,9.6,113.2775,99.785,13.4925,12.362862910093545,80,40000,JPY,Asia,0.0065,0.001625,0.028274999999999998,0.000455,0.09879999999999999,0.73630375,0.6486025,Uber Eats JP,0.030355,4.122613632466719,12.362862910093545,16.485476542560264
RES001591,Los Angeles Mexican Place 1591,Local,Mexican,24.640879,38.244224,Los Angeles,USA,2013,True,False,True,True,3,2.9,3888,Operational,2.58,4.7,0.02,69.0,74.0,1.76,7.7,0.1,True,3.8,78.32000000000001,67.572,10.748000000000001,13.688832935581727,95,75000,USD,North America,1.0,2.58,4.7,0.02,7.7,78.32000000000001,67.572,DoorDash,7.3,9.320735325322582,13.688832935581727,23.00956826090431
RES001592,Osaka American Place 1592,Local,American,31.910128,125.771588,Osaka,Japan,1961,False,False,True,True,1,3.0,3022,Operational,,,,,,,,,,5.2,39.69,32.24,7.45,23.107939729902615,80,40000,JPY,Asia,0.0065,,,,,0.25798499999999996,0.20956,Uber Eats JP,0.0,0.0,23.107939729902615,23.107939729902615
RES001593,Burger Chain 1593,Chain,Burger,-34.247035,-66.065248,New York,USA,1989,True,True,True,True,2,2.0,2247,Operational,8.3,2.72,0.06,25.0,29.0,1.4,9.79,0.063,False,0.3,29.451666666666664,25.74,3.7116666666666664,16.425227626253665,100,85000,USD,North America,1.0,8.3,2.72,0.06,9.79,29.451666666666664,25.74,DoorDash,11.080000000000002,37.62095961900426,16.425227626253665,54.046187245257926
RES001594,Delhi Italian Place 1594,Local,Italian,23.019024,-117.049439,Delhi,India,2004,True,True,True,True,1,4.7,1151,Operational,8.87,2.07,0.94,63.0,62.0,1.2,20.07,0.066,True,9.3,22.880000000000003,20.566,2.314,11.347355996844492,38,14000,INR,Asia,0.012,0.10643999999999999,0.024839999999999997,0.01128,0.24084,0.27456,0.24679199999999998,Swiggy,0.14256,51.92288780999487,11.347355996844492,63.27024380683936
RES001595,Pizza Chain 1595,Chain,Pizza,-29.444497,0.04269,Rio de Janeiro,Brazil,1960,True,False,False,True,4,4.7,935,Operational,9.05,1.7,0.13,39.0,44.0,1.18,15.37,0.065,False,3.3,104.81333333333333,93.27666666666666,11.536666666666667,12.138990770659646,55,11000,BRL,South America,0.18,1.629,0.306,0.0234,2.7666,18.8664,16.789799999999996,Rappi,1.9584000000000001,10.380358182782185,12.138990770659646,22.51934895344183
RES001596,Japanese Chain 1596,Chain,Japanese,-25.889286,-133.407208,Mumbai,India,1986,False,True,True,False,2,3.1,206,Operational,,,,,,,,,,4.7,33.53,29.645,3.885,13.91990580627015,40,15000,INR,Asia,0.012,,,,,0.40236,0.35574,Swiggy,0.0,0.0,13.91990580627015,13.91990580627015
RES001597,Tokyo Burger Place 1597,Local,Burger,-14.893976,-39.365495,Tokyo,Japan,2002,True,True,True,False,4,4.4,2457,Operational,9.54,2.12,0.9,34.0,34.0,2.29,8.53,0.028,False,9.1,49.905,43.665,6.24,14.536469994476258,85,45000,JPY,Asia,0.0065,0.06200999999999999,0.01378,0.00585,0.055444999999999994,0.3243825,0.2838225,Demae-can,0.08163999999999999,25.16774126920759,14.536469994476258,39.704211263683845
RES001598,London Indian Place 1598,Local,Indian,-26.302019,122.773635,London,United Kingdom,1997,False,True,True,False,3,3.1,247,Operational,,,,,,,,,,7.8,19.55,15.995000000000001,3.5549999999999997,22.234655352651,90,50000,GBP,Europe,1.28,,,,,25.024,20.4736,Deliveroo,0.0,0.0,22.234655352651,22.234655352651
RES001599,Manchester French Place 1599,Local,French,-5.178134,20.358951,Manchester,United Kingdom,1997,False,False,True,True,2,4.4,4320,Operational,,,,,,,,,,9.4,67.10333333333334,56.21333333333333,10.89,18.793370560313807,75,35000,GBP,Europe,1.28,,,,,85.89226666666667,71.95306666666667,Uber Eats UK,0.0,0.0,18.793370560313807,18.793370560313807
RES001600,Los Angeles French Place 1600,Local,French,81.368673,165.096783,Los Angeles,USA,1984,True,True,False,True,3,3.5,4178,Closed Temporarily,4.77,2.25,0.17,34.0,43.0,1.98,4.59,0.095,True,9.7,82.16333333333334,70.52999999999999,11.633333333333333,15.875072598515949,95,75000,USD,North America,1.0,4.77,2.25,0.17,4.59,82.16333333333334,70.52999999999999,Uber Eats,7.1899999999999995,8.750861997433624,15.875072598515949,24.625934595949573
RES001601,Mumbai American Place 1601,Local,American,50.864885,109.991218,Mumbai,India,2010,False,True,True,False,2,4.3,93,Operational,,,,,,,,,,8.9,50.39,43.27,7.12,15.343292074677878,40,15000,INR,Asia,0.012,,,,,0.60468,0.51924,Zomato,0.0,0.0,15.343292074677878,15.343292074677878
RES001602,Sao Paulo Japanese Place 1602,Local,Japanese,40.16894,96.750166,Sao Paulo,Brazil,1984,True,False,True,False,4,3.5,2500,Operational,8.89,4.85,1.87,67.0,75.0,2.08,22.78,0.051,False,2.8,104.6875,92.8775,11.81,15.11135984526773,50,12000,BRL,South America,0.18,1.6002,0.8729999999999999,0.3366,4.1004000000000005,18.84375,16.71795,iFood,2.8098,14.91104398482022,15.11135984526773,30.02240383008795
RES001603,Rio de Janeiro Chinese Place 1603,Local,Chinese,40.81807,-178.768138,Rio de Janeiro,Brazil,1958,True,True,False,True,1,2.5,485,Operational,7.63,0.83,0.38,39.0,39.0,1.41,20.26,0.041,True,8.4,11.809999999999999,10.425,1.385,13.883336605352909,55,11000,BRL,South America,0.18,1.3734,0.14939999999999998,0.0684,3.6468000000000003,2.1258,1.8765,Rappi,1.5912,74.85178527999562,13.883336605352909,88.73512188534853
RES001604,New York Mexican Place 1604,Local,Mexican,17.749317,108.016499,New York,USA,1965,True,False,False,True,1,3.3,2468,Operational,0.28,4.26,0.56,80.0,79.0,1.33,3.79,0.039,True,4.6,,,,,100,85000,USD,North America,1.0,0.28,4.26,0.56,3.79,,,Uber Eats,5.1,,,
RES001605,Manchester Italian Place 1605,Local,Italian,-7.199992,44.560615,Manchester,United Kingdom,2002,False,False,True,False,4,4.5,3126,Closed Temporarily,,,,,,,,,,3.6,129.99,106.8,23.19,21.713482942757654,75,35000,GBP,Europe,1.28,,,,,166.3872,136.704,Uber Eats UK,0.0,0.0,21.713482942757654,21.713482942757654
RES001606,Manchester Italian Place 1606,Local,Italian,66.105774,-20.699859,Manchester,United Kingdom,2000,True,False,True,True,2,4.2,4897,Operational,2.04,4.48,1.59,60.0,70.0,2.31,9.82,0.027,False,5.5,,,,,75,35000,GBP,Europe,1.28,2.6112,5.734400000000001,2.0352,12.569600000000001,,,Deliveroo,10.3808,,,
RES001607,Mumbai Mexican Place 1607,Local,Mexican,-75.957645,159.891728,Mumbai,India,1998,True,False,False,True,2,3.9,909,Operational,7.98,4.95,0.54,42.0,40.0,1.91,24.39,0.086,True,4.6,43.449999999999996,37.01,6.44,16.00985453184999,40,15000,INR,Asia,0.012,0.09576000000000001,0.0594,0.0064800000000000005,0.29268,0.5214,0.44411999999999996,Zomato,0.16164000000000003,31.00109129058058,16.00985453184999,47.01094582243057
RES001608,Mumbai Mexican Place 1608,Local,Mexican,-80.887534,172.618866,Mumbai,India,1958,False,True,False,True,2,2.4,4332,Operational,,,,,,,,,,9.2,37.38333333333333,32.830000000000005,4.553333333333334,16.660118828426913,40,15000,INR,Asia,0.012,,,,,0.4486,0.3939600000000001,Swiggy,0.0,0.0,16.660118828426913,16.660118828426913
RES001609,Tokyo American Place 1609,Local,American,42.782549,178.553211,Tokyo,Japan,1964,False,True,False,False,4,3.9,3044,Operational,,,,,,,,,,0.2,87.48333333333333,80.44333333333334,7.04,10.266246846738241,85,45000,JPY,Asia,0.0065,,,,,0.5686416666666666,0.5228816666666667,Demae-can,0.0,0.0,10.266246846738241,10.266246846738241
RES001610,Rio de Janeiro Chinese Place 1610,Local,Chinese,-6.476608,-8.158722,Rio de Janeiro,Brazil,2009,False,True,False,True,4,3.7,4072,Operational,,,,,,,,,,9.7,34.47,28.12,6.35,22.581791515583514,55,11000,BRL,South America,0.18,,,,,6.204599999999999,5.0616,iFood,0.0,0.0,22.581791515583514,22.581791515583514
RES001611,New York Burger Place 1611,Local,Burger,-58.202913,103.991321,New York,USA,2008,True,False,True,True,1,4.3,2835,Operational,6.07,2.23,0.95,45.0,46.0,1.67,16.56,0.021,True,4.2,31.069999999999997,27.786666666666665,3.283333333333333,12.865727339875525,100,85000,USD,North America,1.0,6.07,2.23,0.95,16.56,31.069999999999997,27.786666666666665,DoorDash,9.25,29.771482788172428,12.865727339875525,42.637210128047954
RES001612,Osaka Indian Place 1612,Local,Indian,-15.679959,58.073504,Osaka,Japan,2004,True,False,False,False,2,4.5,2815,Operational,0.37,2.69,1.31,29.0,36.0,1.8,20.0,0.046,False,4.4,57.373333333333335,49.126666666666665,8.246666666666668,14.901223971095279,80,40000,JPY,Asia,0.0065,0.002405,0.017485,0.008515,0.13,0.3729266666666667,0.3193233333333333,Uber Eats JP,0.028405,7.616758567121595,14.901223971095279,22.517982538216874
RES001613,New York Indian Place 1613,Local,Indian,-7.12308,-96.287756,New York,USA,2003,False,False,True,True,2,3.1,1234,Operational,,,,,,,,,,3.6,39.52666666666667,36.086666666666666,3.44,9.326196236199108,100,85000,USD,North America,1.0,,,,,39.52666666666667,36.086666666666666,DoorDash,0.0,0.0,9.326196236199108,9.326196236199108
