Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Popularity_score,Estimated_value_score,Average_menu_price,Delivery_fee,Average_delivery_time,Cancellation_rate,24_hours,Drive_through,Cost_of_living_index,Average_income,Urban_density,Currency,Region,Is_Sponsored,Visibility_Index,Ad_Rating_Integrity,Estimated_Ad_ROI,Performance_Quadrant
RES001158,Delhi Japanese Place 1158,Local,Japanese,60.390053,158.75034,Delhi,India,2014,True,False,False,False,2,3.2,4898,Operational,43.7,1.5,45.65,1.17,75.0,0.075,True,True,38,14000,11312,INR,Asia,False,71.72903112275316,1.8497384767230833,11.476644979640506,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001159,Thai Chain 1159,Chain,Thai,25.96227,39.135304,New York,USA,2007,True,True,True,True,1,5.0,2439,Operational,35.4,9.4,20.73,3.78,48.0,0.008,True,False,100,85000,10700,USD,North America,False,63.487209544700946,3.0173998006035676,31.743604772350473,"Hidden Gem (Low Vis, High Rating)"
RES001160,Mediterranean Chain 1160,Chain,Mediterranean,0.621377,84.037975,Delhi,India,2014,True,False,True,False,2,3.8,1192,Operational,74.2,8.2,36.72,6.65,91.0,0.046,True,True,38,14000,11312,INR,Asia,False,78.68682286658937,1.9737059860462065,14.950496344651977,"Market Leader (High Vis, High Rating)"
RES001161,New York Chinese Place 1161,Local,Chinese,62.815015,-162.219765,New York,USA,2019,True,False,True,True,2,2.9,4890,Operational,40.8,4.7,49.63,4.95,20.0,0.082,True,False,100,85000,10700,USD,North America,False,70.26943710104766,1.70001857658212,10.18906837965191,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001162,American Chain 1162,Chain,American,-15.838527,-12.932587,Los Angeles,USA,1996,False,True,True,True,3,4.3,1611,Operational,38.8,9.7,71.62,,,,True,True,95,75000,2990,USD,North America,True,62.75382184685667,2.5467599609791223,8.994714464716122,"Hidden Gem (Low Vis, High Rating)"
RES001163,New York Italian Place 1163,Local,Italian,-1.014224,43.234626,New York,USA,2012,True,True,True,False,2,4.7,3878,Operational,62.7,6.7,40.17,6.17,81.0,0.021,True,False,100,85000,10700,USD,North America,False,79.85857827702807,2.5247988823537795,18.766765895101596,"Market Leader (High Vis, High Rating)"
RES001164,Tokyo Indian Place 1164,Local,Indian,78.262199,124.576129,Tokyo,Japan,2000,True,False,False,True,1,3.9,941,Operational,20.9,4.6,23.32,7.75,75.0,0.071,False,False,85,45000,6349,JPY,Asia,False,50.650124244326506,2.617522604727555,19.753548455287337,"Hidden Gem (Low Vis, High Rating)"
RES001165,Sao Paulo Brazilian Place 1165,Local,Brazilian,-26.282649,172.003169,Sao Paulo,Brazil,2008,True,True,False,True,1,2.8,4945,Operational,84.5,8.7,27.3,2.21,52.0,0.069,False,True,50,12000,8100,BRL,South America,False,92.18508152603162,1.417411620051308,25.811822827288854,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001166,Delhi Brazilian Place 1166,Local,Brazilian,-29.309634,35.174839,Delhi,India,1969,True,False,True,False,1,4.3,419,Operational,48.8,9.3,25.62,1.71,77.0,0.099,True,False,38,14000,11312,INR,Asia,False,59.85835321742681,2.430233470627715,25.73909188349353,"Hidden Gem (Low Vis, High Rating)"
RES001167,New York Japanese Place 1167,Local,Japanese,-28.231423,-32.02835,New York,USA,1969,True,False,True,True,3,3.6,398,Operational,52.9,4.5,66.36,8.99,49.0,0.088,False,False,100,85000,10700,USD,North America,False,61.60724410249438,2.0015004076062777,7.392869292299325,"Hidden Gem (Low Vis, High Rating)"
RES001168,Manchester Chinese Place 1168,Local,Chinese,30.164303,47.160775,Manchester,United Kingdom,1953,True,False,False,False,3,3.5,397,Operational,93.8,8.9,74.34,1.78,61.0,0.042,False,True,75,35000,4800,GBP,Europe,True,82.04251300135275,1.7359411735674648,9.571626516824487,"Market Leader (High Vis, High Rating)"
RES001169,Osaka American Place 1169,Local,American,-73.851702,0.823819,Osaka,Japan,1978,False,True,True,True,1,2.3,502,Operational,61.6,1.3,23.14,,,,True,False,80,40000,12067,JPY,Asia,True,67.31698380540685,1.2399503223813555,15.482906275243574,"Struggling Organic (Low Vis, Low Rating)"
RES001170,Mumbai Brazilian Place 1170,Local,Brazilian,-32.841337,135.331123,Mumbai,India,2020,True,True,False,False,1,2.4,2662,Operational,11.5,1.6,19.23,3.16,63.0,0.066,False,False,40,15000,20633,INR,Asia,False,52.0506017632271,1.8012088904668906,12.492144423174503,"Struggling Organic (Low Vis, Low Rating)"
RES001171,New York Italian Place 1171,Local,Italian,-35.676351,134.29197,New York,USA,1975,True,False,False,True,3,3.1,2711,Operational,51.1,1.9,78.17,1.47,66.0,0.07,False,True,100,85000,10700,USD,North America,False,71.95763605693294,1.7356822352262538,7.435622392549737,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001172,London Burger Place 1172,Local,Burger,-85.852532,-71.751066,London,United Kingdom,1963,True,True,True,False,1,5.0,3601,Operational,53.7,0.3,26.47,8.68,85.0,0.051,False,True,90,50000,5700,GBP,Europe,False,74.92365564158678,2.7714044216237763,37.46182782079339,"Market Leader (High Vis, High Rating)"
RES001173,Rio de Janeiro American Place 1173,Local,American,40.400488,15.397988,Rio de Janeiro,Brazil,1986,False,False,True,False,3,3.6,3664,Operational,59.5,4.8,73.94,,,,False,False,55,11000,5622,BRL,South America,False,77.9254419994306,1.9544135168916807,9.351053039931674,"Market Leader (High Vis, High Rating)"
RES001174,Delhi Pizza Place 1174,Local,Pizza,43.150764,8.340054,Delhi,India,1958,True,True,True,False,2,3.7,4489,Operational,91.2,5.9,49.77,6.94,89.0,0.015,False,False,38,14000,11312,INR,Asia,False,94.96726420564752,1.8452204063064495,17.56894387804479,"Market Leader (High Vis, High Rating)"
RES001175,Delhi Italian Place 1175,Local,Italian,73.285826,32.442497,Delhi,India,1988,True,False,False,True,1,3.0,1764,Operational,64.7,3.1,25.62,8.51,47.0,0.003,True,True,38,14000,11312,INR,Asia,False,76.23611526384424,1.6014343711870558,22.870834579153275,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001176,Mexican Chain 1176,Chain,Mexican,46.810934,-156.871137,Sao Paulo,Brazil,1963,False,True,True,True,3,3.2,2650,Operational,36.3,0.6,67.06,,,,True,True,50,12000,8100,BRL,South America,True,64.42408907657514,1.9212515135900154,6.871902834834683,"Struggling Organic (Low Vis, Low Rating)"
RES001177,Tokyo Chinese Place 1177,Local,Chinese,7.860535,-167.052918,Tokyo,Japan,2007,True,True,False,True,3,3.9,263,Operational,75.6,7.7,81.07,6.62,51.0,0.052,True,False,85,45000,6349,JPY,Asia,False,70.53272109744245,2.0181386527912575,9.169253742667518,"Market Leader (High Vis, High Rating)"
RES001178,Sao Paulo Mediterranean Place 1178,Local,Mediterranean,-81.332728,-96.719831,Sao Paulo,Brazil,1953,True,False,False,True,2,4.9,3676,Operational,59.2,3.5,49.02,5.44,63.0,0.076,True,True,50,12000,8100,BRL,South America,False,77.79463136238903,2.662889935945022,19.059684683785314,"Market Leader (High Vis, High Rating)"
RES001179,Tokyo Japanese Place 1179,Local,Japanese,-60.474029,173.285003,Tokyo,Japan,2009,False,True,True,True,4,2.7,2024,Operational,78.2,9.1,75.04,,,,False,True,85,45000,6349,JPY,Asia,False,83.79281167557247,1.3878404517218434,5.6560147881011416,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001180,Sao Paulo Thai Place 1180,Local,Thai,-85.766107,-63.170804,Sao Paulo,Brazil,1972,True,True,False,True,2,3.3,2528,Closed Temporarily,97.9,9.4,43.08,3.14,76.0,0.012,True,False,50,12000,8100,BRL,South America,False,94.94751995107586,1.623199798817026,15.666340791927515,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001181,London American Place 1181,Local,American,40.006487,-18.659924,London,United Kingdom,1997,True,False,True,False,4,4.6,754,Operational,59.3,8.1,97.45,6.78,72.0,0.048,True,True,90,50000,5700,GBP,Europe,False,68.55109107259332,2.4990041541625643,7.883375473348231,"Hidden Gem (Low Vis, High Rating)"
RES001182,Mumbai Japanese Place 1182,Local,Japanese,19.795581,-107.953364,Mumbai,India,1959,False,False,True,False,3,4.9,2660,Operational,56.1,8.3,64.67,,,,False,False,40,15000,20633,INR,Asia,False,74.34619128914706,2.6920097083015535,12.14321124389402,"Market Leader (High Vis, High Rating)"
RES001183,Thai Chain 1183,Chain,Thai,-34.939645,164.630985,Sao Paulo,Brazil,1975,True,False,True,True,2,4.3,50,Operational,54.9,5.3,31.15,9.84,30.0,0.097,False,True,50,12000,8100,BRL,South America,True,50.5311561330644,2.3727480111222934,10.864198568608845,"Hidden Gem (Low Vis, High Rating)"
RES001184,Mexican Chain 1184,Chain,Mexican,60.840702,88.380719,Rio de Janeiro,Brazil,2005,True,False,False,False,4,3.3,1436,Operational,32.9,9.4,82.44,8.57,73.0,0.095,True,False,55,11000,5622,BRL,South America,True,59.12921381435929,2.021492394195254,4.878160139684641,"Struggling Organic (Low Vis, Low Rating)"
RES001185,Italian Chain 1185,Chain,Italian,-3.849362,8.900309,Sao Paulo,Brazil,1997,True,False,False,False,1,3.5,3655,Closed Temporarily,0.3,8.1,26.46,4.57,50.0,0.045,False,True,50,12000,8100,BRL,South America,True,48.31100869984451,3.4556391833039295,16.90885304494558,"Hidden Gem (Low Vis, High Rating)"
RES001186,Tokyo Mediterranean Place 1186,Local,Mediterranean,76.175621,-27.643072,Tokyo,Japan,1963,True,True,False,True,3,3.4,4069,Operational,33.8,3.8,59.72,2.7,52.0,0.002,False,False,85,45000,6349,JPY,Asia,False,65.69073979070555,2.071308940081823,7.444950509613295,"Struggling Organic (Low Vis, Low Rating)"
RES001187,Japanese Chain 1187,Chain,Japanese,51.158665,-137.039795,Sao Paulo,Brazil,2021,True,False,False,False,4,2.4,3088,Operational,31.2,1.8,76.62,2.36,74.0,0.093,False,True,50,12000,8100,BRL,South America,False,62.77172573342613,1.4861626957877898,3.766303544005568,"Struggling Organic (Low Vis, Low Rating)"
RES001188,Mumbai Indian Place 1188,Local,Indian,72.975177,70.229279,Mumbai,India,1986,False,False,True,False,2,4.0,1740,Operational,77.7,2.3,52.75,,,,True,False,40,15000,20633,INR,Asia,False,82.65574425522888,2.058672587301176,16.531148851045778,"Market Leader (High Vis, High Rating)"
RES001189,Tokyo Chinese Place 1189,Local,Chinese,9.481464,-62.752213,Tokyo,Japan,1989,True,False,True,False,3,3.1,4224,Operational,5.4,9.9,84.0,6.29,39.0,0.003,True,True,85,45000,6349,JPY,Asia,False,51.71015117986188,2.6104807651831368,5.343382288585728,"Struggling Organic (Low Vis, Low Rating)"
RES001190,American Chain 1190,Chain,American,-28.012684,23.263463,Tokyo,Japan,1997,True,True,True,True,1,4.0,1919,Operational,52.8,8.6,20.18,0.41,22.0,0.013,False,True,85,45000,6349,JPY,Asia,True,70.78024823364119,2.2247440391296522,28.312099293456477,"Market Leader (High Vis, High Rating)"
RES001191,Delhi Pizza Place 1191,Local,Pizza,72.762159,-179.228743,Delhi,India,1978,True,False,False,False,4,2.9,4546,Operational,79.0,7.3,102.51,0.39,23.0,0.065,True,True,38,14000,11312,INR,Asia,False,88.94131839590752,1.4876448479343434,6.448245583703295,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001192,Tokyo American Place 1192,Local,American,62.347976,95.415057,Tokyo,Japan,2001,False,True,False,True,3,4.7,4619,Operational,59.1,1.5,55.44,,,,False,True,85,45000,6349,JPY,Asia,True,79.08481549020756,2.5550726232961107,12.389954426799186,"Market Leader (High Vis, High Rating)"
RES001193,Japanese Chain 1193,Chain,Japanese,-58.159635,14.585716,Manchester,United Kingdom,2019,False,True,True,False,2,2.5,2908,Operational,73.7,8.4,49.74,,,,False,False,75,35000,4800,GBP,Europe,False,83.66928201493698,1.3002376338269526,10.458660251867123,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001194,London French Place 1194,Local,French,24.306822,126.78871,London,United Kingdom,1984,False,False,True,False,3,3.2,1276,Operational,20.9,6.2,71.77,,,,True,False,90,50000,5700,GBP,Europe,False,52.43625513750382,2.147710855161071,5.593200548000408,"Struggling Organic (Low Vis, Low Rating)"
RES001195,Sao Paulo Chinese Place 1195,Local,Chinese,-69.98578,9.821497,Sao Paulo,Brazil,1967,False,True,False,True,4,4.1,911,Operational,10.8,3.4,91.75,,,,False,False,50,12000,8100,BRL,South America,False,45.410128996657086,3.1106244223960866,4.654538222157351,"Hidden Gem (Low Vis, High Rating)"
RES001196,Mumbai Japanese Place 1196,Local,Japanese,31.998302,-35.806576,Mumbai,India,2001,True,False,False,False,1,3.4,2522,Operational,79.3,1.7,22.25,4.69,78.0,0.032,False,False,40,15000,20633,INR,Asia,False,85.63357614232413,1.7428287451147475,29.115415888390203,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001197,Los Angeles Japanese Place 1197,Local,Japanese,-49.891273,99.798484,Los Angeles,USA,2022,False,False,True,True,4,4.0,550,Operational,98.3,7.3,87.98,,,,True,True,95,75000,2990,USD,North America,True,86.20203389185244,1.9659609040534547,8.620203389185244,"Market Leader (High Vis, High Rating)"
RES001198,Los Angeles Burger Place 1198,Local,Burger,-56.050516,85.019759,Los Angeles,USA,1952,False,True,True,True,2,3.3,3908,Operational,69.2,8.9,51.8,,,,False,False,95,75000,2990,USD,North America,False,83.15380454636856,1.7380082341550067,13.720377750150812,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001199,Sao Paulo Brazilian Place 1199,Local,Brazilian,-60.87714,-11.203491,Sao Paulo,Brazil,2017,True,False,True,True,1,2.7,2220,Operational,18.5,2.9,25.24,9.21,61.0,0.076,False,True,50,12000,8100,BRL,South America,False,54.485159800723046,1.855867985803109,14.710993146195225,"Struggling Organic (Low Vis, Low Rating)"
RES001200,Los Angeles Thai Place 1200,Local,Thai,-55.835791,-16.312214,Los Angeles,USA,1998,False,True,True,False,3,3.2,3689,Operational,85.0,6.4,62.65,,,,False,True,95,75000,2990,USD,North America,True,90.71534929604707,1.6180218466536622,9.676303924911688,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001201,New York Japanese Place 1201,Local,Japanese,30.850988,-35.217727,New York,USA,1964,True,False,True,False,1,4.9,2641,Operational,32.6,5.7,21.75,9.55,37.0,0.045,True,True,100,85000,10700,USD,North America,False,62.55412568438277,3.007224213419588,30.65152158534756,"Hidden Gem (Low Vis, High Rating)"
RES001202,London Italian Place 1202,Local,Italian,-46.816137,-28.767287,London,United Kingdom,1976,False,True,True,False,2,3.6,70,Operational,69.2,0.8,52.46,,,,False,False,90,50000,5700,GBP,Europe,False,59.62338327732263,1.8960089827145528,10.732208989918075,"Hidden Gem (Low Vis, High Rating)"
RES001203,Japanese Chain 1203,Chain,Japanese,14.054085,157.23848,Manchester,United Kingdom,1961,True,True,True,False,1,3.3,2985,Operational,3.6,0.7,25.87,4.44,22.0,0.093,False,True,75,35000,4800,GBP,Europe,True,48.77264654254619,2.9112366374301897,16.094973359040242,"Struggling Organic (Low Vis, Low Rating)"
RES001204,Pizza Chain 1204,Chain,Pizza,3.257276,-12.184596,London,United Kingdom,1986,True,True,True,False,1,2.0,3749,Operational,18.1,9.3,20.31,8.53,75.0,0.013,True,False,90,50000,5700,GBP,Europe,True,57.36003426364965,1.3805420550184673,11.47200685272993,"Struggling Organic (Low Vis, Low Rating)"
RES001205,Tokyo Italian Place 1205,Local,Italian,39.427186,170.782539,Tokyo,Japan,2017,False,True,False,False,2,3.6,1074,Operational,65.2,9.2,40.09,,,,True,True,85,45000,6349,JPY,Asia,False,73.57542405336068,1.9187537406982464,13.243576329604924,"Market Leader (High Vis, High Rating)"
RES001206,Mediterranean Chain 1206,Chain,Mediterranean,88.251848,-54.785773,Osaka,Japan,2017,True,True,True,False,1,2.8,3608,Operational,35.4,2.0,24.19,2.42,45.0,0.023,True,True,80,40000,12067,JPY,Asia,True,65.78505278427946,1.6897438883379976,18.419814779598248,"Struggling Organic (Low Vis, Low Rating)"
RES001207,Sao Paulo American Place 1207,Local,American,-37.864476,53.401476,Sao Paulo,Brazil,1958,True,False,False,False,1,3.0,3391,Operational,27.3,6.5,22.62,3.52,79.0,0.098,False,True,50,12000,8100,BRL,South America,False,61.37102704023443,1.9087504881853128,18.41130811207033,"Struggling Organic (Low Vis, Low Rating)"
RES001208,Mumbai French Place 1208,Local,French,35.573478,169.15988,Mumbai,India,1966,True,True,True,True,2,4.0,3160,Closed Temporarily,55.1,4.8,48.38,2.95,46.0,0.06,True,False,40,15000,20633,INR,Asia,False,74.85698436733746,2.2055811266294585,14.971396873467492,"Market Leader (High Vis, High Rating)"
RES001209,Thai Chain 1209,Chain,Thai,48.038035,-92.736507,Osaka,Japan,1952,True,True,True,True,4,3.7,120,Operational,27.3,4.2,76.31,4.73,20.0,0.092,True,False,80,40000,12067,JPY,Asia,True,41.80292454556149,2.3541256020952193,3.8667705204644376,"Hidden Gem (Low Vis, High Rating)"
RES001210,Delhi Italian Place 1210,Local,Italian,18.229223,111.798982,Delhi,India,1983,True,False,False,False,3,3.2,3785,Operational,40.8,5.1,59.35,3.99,84.0,0.024,False,False,38,14000,11312,INR,Asia,False,68.76612074816742,1.8758825672630293,7.335052879804525,"Struggling Organic (Low Vis, Low Rating)"
RES001211,Osaka Japanese Place 1211,Local,Japanese,-13.105463,139.978558,Osaka,Japan,2002,False,True,True,True,1,4.4,4004,Operational,35.7,0.4,11.7,,,,True,False,80,40000,12067,JPY,Asia,True,66.54623071609686,2.650736223801446,29.28034151508262,"Hidden Gem (Low Vis, High Rating)"
RES001212,Indian Chain 1212,Chain,Indian,-58.184297,0.485274,Osaka,Japan,1967,True,True,False,False,2,4.6,418,Operational,39.9,1.6,45.69,4.54,70.0,0.034,False,True,80,40000,12067,JPY,Asia,True,55.39435954995544,2.708909087778011,12.74070269648975,"Hidden Gem (Low Vis, High Rating)"
RES001213,Pizza Chain 1213,Chain,Pizza,-23.66548,25.542212,Rio de Janeiro,Brazil,1982,True,True,True,False,3,4.7,2661,Operational,59.0,1.6,66.66,4.0,54.0,0.009,True,True,55,11000,5622,BRL,South America,False,75.7983969403939,2.5559465557424375,11.87508218732838,"Market Leader (High Vis, High Rating)"
RES001214,Osaka Italian Place 1214,Local,Italian,-75.531932,96.349355,Osaka,Japan,1960,True,False,False,False,4,4.1,4267,Closed Temporarily,23.1,7.1,70.13,1.31,22.0,0.071,False,False,80,40000,12067,JPY,Asia,False,60.619594676402286,2.697673695175427,6.213508454331234,"Hidden Gem (Low Vis, High Rating)"
RES001215,Japanese Chain 1215,Chain,Japanese,-59.289326,-32.966023,Osaka,Japan,1984,True,True,True,False,3,4.0,4121,Operational,80.9,8.9,77.85,4.87,39.0,0.074,True,True,80,40000,12067,JPY,Asia,True,89.31526660165731,2.0423127549047493,11.908702213554308,"Market Leader (High Vis, High Rating)"
RES001216,Delhi Pizza Place 1216,Local,Pizza,54.026421,71.051707,Delhi,India,2023,True,True,False,True,4,4.6,3140,Operational,86.1,2.0,94.36,7.28,43.0,0.082,False,True,38,14000,11312,INR,Asia,True,90.31972406627334,2.3200412264310204,10.386768267621433,"Market Leader (High Vis, High Rating)"
RES001217,Osaka Chinese Place 1217,Local,Chinese,32.052988,-5.030241,Osaka,Japan,2010,True,True,False,True,4,4.3,2338,Operational,16.8,3.0,108.52,6.23,76.0,0.091,True,False,80,40000,12067,JPY,Asia,False,53.93904352223221,3.01092027025659,5.798447178639963,"Hidden Gem (Low Vis, High Rating)"
RES001218,Mumbai Japanese Place 1218,Local,Japanese,-76.865134,-92.462798,Mumbai,India,1982,True,False,False,False,3,3.6,2449,Operational,27.2,6.2,80.17,6.07,59.0,0.016,False,True,40,15000,20633,INR,Asia,True,59.41121915168522,2.29220093802129,7.129346298202226,"Hidden Gem (Low Vis, High Rating)"
RES001219,London Brazilian Place 1219,Local,Brazilian,84.597158,164.781001,London,United Kingdom,1968,True,True,True,True,1,4.8,1672,Operational,77.8,7.6,24.02,7.27,35.0,0.053,True,False,90,50000,5700,GBP,Europe,False,82.47186260869967,2.469778000768954,39.58649405217584,"Market Leader (High Vis, High Rating)"
RES001220,Burger Chain 1220,Chain,Burger,48.149922,179.237171,New York,USA,1997,False,True,True,True,1,4.1,2887,Operational,42.2,7.2,19.72,,,,True,False,100,85000,10700,USD,North America,False,67.87675046604244,2.386953721819021,27.829467691077394,"Hidden Gem (Low Vis, High Rating)"
RES001221,New York Chinese Place 1221,Local,Chinese,75.799622,-179.526525,New York,USA,1959,True,False,False,False,3,3.0,1165,Operational,72.1,8.2,57.01,2.8,43.0,0.003,False,True,100,85000,10700,USD,North America,False,77.50243870275685,1.5671171539141258,7.750243870275685,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001222,Manchester Japanese Place 1222,Local,Japanese,-88.197432,14.776046,Manchester,United Kingdom,1997,True,True,False,True,1,2.9,4656,Operational,95.4,5.0,25.1,0.45,53.0,0.065,True,True,75,35000,4800,GBP,Europe,False,97.28164178286573,1.433627535658079,28.21167611703106,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001223,Los Angeles French Place 1223,Local,French,-21.043523,122.840968,Los Angeles,USA,1963,False,True,True,False,3,4.3,1585,Operational,26.8,3.5,45.22,,,,False,True,95,75000,2990,USD,North America,False,56.65836704898292,2.746116160664115,8.121032610354218,"Hidden Gem (Low Vis, High Rating)"
RES001224,New York Pizza Place 1224,Local,Pizza,-37.359372,74.157735,New York,USA,1974,True,False,False,True,3,2.2,1437,Operational,24.9,5.8,70.4,9.4,47.0,0.019,True,False,100,85000,10700,USD,North America,True,55.133297529810534,1.4259552387181442,4.043108485519439,"Struggling Organic (Low Vis, Low Rating)"
RES001225,Tokyo French Place 1225,Local,French,-27.103607,15.707699,Tokyo,Japan,1990,True,False,False,True,1,3.9,65,Operational,98.7,6.5,23.64,6.27,61.0,0.01,True,False,85,45000,6349,JPY,Asia,True,73.94470085333911,1.91530469210927,28.838433332802254,"Market Leader (High Vis, High Rating)"
RES001226,Osaka Japanese Place 1226,Local,Japanese,36.756062,144.2883,Osaka,Japan,1990,False,False,True,False,1,4.6,2859,Operational,47.2,6.9,20.26,,,,True,True,80,40000,12067,JPY,Asia,False,70.31955810681501,2.6175090444236804,32.3469967291349,"Market Leader (High Vis, High Rating)"
RES001227,Delhi Mediterranean Place 1227,Local,Mediterranean,51.489203,-28.441617,Delhi,India,1984,True,False,False,False,2,2.7,4654,Operational,36.7,0.0,50.52,5.29,60.0,0.013,False,False,38,14000,11312,INR,Asia,False,67.92912015880444,1.6174280817698041,9.1704312214386,"Struggling Organic (Low Vis, Low Rating)"
RES001228,Manchester Mexican Place 1228,Local,Mexican,-59.575885,50.81868,Manchester,United Kingdom,1957,True,False,False,True,4,2.2,1432,Operational,81.8,7.0,112.43,0.14,66.0,0.085,False,True,75,35000,4800,GBP,Europe,True,83.56285048467171,1.1208233961234324,4.595956776656945,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001229,London Pizza Place 1229,Local,Pizza,-54.435574,-53.119369,London,United Kingdom,1998,False,False,True,False,2,2.7,2854,Operational,44.0,8.9,48.56,,,,True,True,90,50000,5700,GBP,Europe,False,68.70928629190303,1.5585371308864044,9.275753649406909,"Struggling Organic (Low Vis, Low Rating)"
RES001230,Tokyo Thai Place 1230,Local,Thai,63.029559,-178.708999,Tokyo,Japan,2022,True,True,False,False,2,3.5,2912,Operational,3.4,4.4,26.48,1.75,24.0,0.083,False,True,85,45000,6349,JPY,Asia,False,48.52734844111092,3.10530130390516,8.49228597719441,"Hidden Gem (Low Vis, High Rating)"
RES001231,Brazilian Chain 1231,Chain,Brazilian,64.904836,100.439372,New York,USA,1986,True,False,False,True,4,4.3,553,Operational,71.3,7.3,90.71,5.16,31.0,0.022,False,False,100,85000,10700,USD,North America,False,72.73390912342322,2.251202179875003,7.818895230767995,"Market Leader (High Vis, High Rating)"
RES001232,Brazilian Chain 1232,Chain,Brazilian,-11.735467,-127.543696,Rio de Janeiro,Brazil,1960,False,True,True,False,3,4.4,4404,Operational,95.6,8.9,63.37,,,,False,False,55,11000,5622,BRL,South America,True,97.0550676568833,2.174274078038853,14.234743256342885,"Market Leader (High Vis, High Rating)"
RES001233,Rio de Janeiro Indian Place 1233,Local,Indian,52.679758,174.073343,Rio de Janeiro,Brazil,1966,False,True,False,False,3,4.0,1279,Operational,79.3,7.0,49.81,,,,True,False,55,11000,5622,BRL,South America,False,81.65002989718616,2.0503867589585267,10.886670652958154,"Market Leader (High Vis, High Rating)"
RES001234,Manchester Chinese Place 1234,Local,Chinese,67.981132,23.789706,Manchester,United Kingdom,1997,False,True,False,False,1,4.8,2056,Closed Temporarily,63.1,5.6,22.97,,,,True,False,75,35000,4800,GBP,Europe,False,76.33485222011919,2.5752214445439545,36.64072906565721,"Market Leader (High Vis, High Rating)"
RES001235,Manchester American Place 1235,Local,American,15.16731,-178.398039,Manchester,United Kingdom,1960,True,False,True,False,4,5.0,4863,Operational,37.6,9.3,78.22,5.58,92.0,0.03,False,False,75,35000,4800,GBP,Europe,False,68.63694102635705,2.980435907166303,8.579617628294631,"Hidden Gem (Low Vis, High Rating)"
RES001236,Tokyo Burger Place 1236,Local,Burger,-85.084253,35.789471,Tokyo,Japan,2005,False,False,True,False,1,4.7,4343,Operational,28.1,2.1,20.75,,,,False,True,85,45000,6349,JPY,Asia,False,63.223207653030826,2.9729431012318734,29.71490759692449,"Hidden Gem (Low Vis, High Rating)"
RES001237,Manchester Japanese Place 1237,Local,Japanese,47.485622,-7.701055,Manchester,United Kingdom,2007,False,True,True,False,2,2.6,1539,Operational,45.4,1.3,49.19,,,,True,False,75,35000,4800,GBP,Europe,False,65.78558703170086,1.4912448743325382,8.552126314121113,"Struggling Organic (Low Vis, Low Rating)"
RES001238,London French Place 1238,Local,French,-59.950808,37.071018,London,United Kingdom,2015,True,False,False,False,4,2.6,3737,Operational,62.5,0.9,82.27,6.41,72.0,0.025,True,True,90,50000,5700,GBP,Europe,False,79.54121905291296,1.3975954857753854,5.170179238439343,"Over-Promoted / Low Quality (High Vis, Low Rating)"
RES001239,Indian Chain 1239,Chain,Indian,-70.369039,11.405595,Tokyo,Japan,1968,True,True,True,False,4,4.4,1112,Operational,56.2,3.7,93.92,0.09,61.0,0.04,True,False,85,45000,6349,JPY,Asia,True,69.2793503604751,2.4164432512136402,7.620728539652262,"Hidden Gem (Low Vis, High Rating)"
RES001240,Indian Chain 1240,Chain,Indian,59.699865,155.232629,Mumbai,India,1987,True,True,True,True,4,2.2,2168,Operational,8.1,9.6,77.59,5.72,19.0,0.001,False,True,40,15000,20633,INR,Asia,True,49.14608372080782,1.749254574229214,2.7030346046444302,"Struggling Organic (Low Vis, Low Rating)"
RES001241,Tokyo Chinese Place 1241,Local,Chinese,54.166539,140.169978,Tokyo,Japan,2015,False,True,True,True,1,4.3,765,Operational,14.1,9.0,25.18,,,,True,False,85,45000,6349,JPY,Asia,False,46.03600214925996,3.111394337068788,19.79548092418178,"Hidden Gem (Low Vis, High Rating)"
RES001242,Manchester Japanese Place 1242,Local,Japanese,-74.173966,-53.511647,Manchester,United Kingdom,1951,False,True,False,False,1,4.1,4822,Operational,1.9,4.0,19.98,,,,False,False,75,35000,4800,GBP,Europe,False,50.73724857112652,3.812013930746132,20.80227191416187,"Hidden Gem (Low Vis, High Rating)"
RES001243,Rio de Janeiro Pizza Place 1243,Local,Pizza,-31.24495,-16.73827,Rio de Janeiro,Brazil,1986,True,False,True,True,4,3.2,291,Operational,75.7,8.2,92.91,2.18,11.0,0.082,True,True,55,11000,5622,BRL,South America,False,71.17447902791011,1.6554742621896243,5.693958322232809,"Over-Promoted / Low Quality (High Vis, Low Rating)"
