Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Average_menu_price,Popularity_score,Estimated_value_score,Delivery_fee,Service_fee,Packaging_fee,Minimum_order,Average_delivery_time,Cancellation_rate,WiFi,24_hours,Drive_through,Cost_of_living_index,Average_income,Urban_density,Currency,Region,FX_Rate,Average_menu_price_USD,Delivery_fee_USD,Service_fee_USD,Minimum_order_USD,Average_menu_price_PPP,Membership_Status,Customer_Loyalty_Index,Est_Total_Order_Cost_USD,Price_Transparency_Ratio
RES000835,Italian Chain 835,Chain,Italian,-67.781025,128.100553,Mumbai,India,2021,True,False,False,True,4,2.2,4950,Operational,93.4,52.6,3.1,7.32,2.54,0.78,0.87,54.0,0.078,False,False,True,40,15000,20633,INR,Asia,0.012,1.1208,0.08784,0.03048,0.01044,2.802,Standard Non-Member,64.20460777662161,1.20864,27.658790454326866
RES000836,Italian Chain 836,Chain,Italian,67.181432,-127.812845,New York,USA,1988,False,True,True,True,1,3.0,4248,Closed Temporarily,22.56,31.8,8.0,,,,,,,False,True,True,100,85000,10700,USD,North America,1.0,22.56,,,,22.56,Standard Non-Member,60.1460418838563,22.56,3.546099133594897
RES000837,American Chain 837,Chain,American,3.626221,80.265137,Mumbai,India,2011,False,True,True,False,1,3.7,2395,Operational,18.8,51.2,9.6,,,,,,,True,True,False,40,15000,20633,INR,Asia,0.012,0.22560000000000002,,,,0.5640000000000001,Standard Non-Member,70.0882309080691,0.22560000000000002,425.5300286789508
RES000838,Los Angeles Mexican Place 838,Local,Mexican,-17.225563,-116.90125,Los Angeles,USA,2007,True,False,False,False,2,3.1,4979,Operational,51.53,21.7,3.8,4.41,3.14,1.72,19.65,64.0,0.071,False,True,False,95,75000,2990,USD,North America,1.0,51.53,4.41,3.14,19.65,54.24210526315789,Standard Non-Member,57.26517855880719,55.94,0.7374344898615469
RES000839,Brazilian Chain 839,Chain,Brazilian,67.423332,-161.647553,Manchester,United Kingdom,1959,True,False,False,True,2,3.7,2549,Operational,43.42,75.3,2.9,5.64,3.09,1.53,8.71,60.0,0.092,True,True,False,75,35000,4800,GBP,Europe,1.28,55.577600000000004,7.2192,3.9552,11.148800000000001,74.10346666666668,Standard Non-Member,79.94763845799702,62.796800000000005,0.5217929431678779
RES000840,Tokyo Italian Place 840,Local,Italian,-77.588358,87.156778,Tokyo,Japan,1980,False,True,False,True,1,4.2,254,Operational,24.12,61.6,9.4,,,,,,,False,False,True,85,45000,6349,JPY,Asia,0.0065,0.15678,,,,0.1844470588235294,Standard Non-Member,69.35746303230233,0.15678,599.5624469801826
RES000841,Tokyo Thai Place 841,Local,Thai,26.303996,-125.798928,Tokyo,Japan,1988,False,True,True,True,3,2.6,2990,Operational,76.53,79.1,7.8,,,,,,,True,True,False,85,45000,6349,JPY,Asia,0.0065,0.49744499999999997,,,,0.5852294117647059,Standard Non-Member,75.42948085719286,0.49744499999999997,156.80093919742043
RES000842,New York Japanese Place 842,Local,Japanese,-48.333233,-68.977091,New York,USA,1956,True,False,True,True,2,3.1,2321,Operational,45.41,19.6,9.2,7.04,3.72,0.42,20.95,33.0,0.013,True,True,True,100,85000,10700,USD,North America,1.0,45.41,7.04,3.72,20.95,45.41,Standard Non-Member,53.737733025632096,52.449999999999996,2.0259854211410393
RES000843,Japanese Chain 843,Chain,Japanese,-7.347504,96.434137,New York,USA,1981,False,True,False,True,4,3.0,3397,Operational,84.25,29.4,7.9,,,,,,,False,True,True,100,85000,10700,USD,North America,1.0,84.25,,,,84.25,Standard Non-Member,58.39884103477644,84.25,0.9376854488108554
RES000844,Rio de Janeiro Mediterranean Place 844,Local,Mediterranean,54.573419,-143.980709,Rio de Janeiro,Brazil,1998,False,True,True,False,2,3.7,4569,Operational,43.78,7.4,7.6,,,,,,,True,False,False,55,11000,5622,BRL,South America,0.18,7.8804,,,,14.328,Standard Non-Member,54.84256242590838,7.8804,9.644179274633359
RES000845,Osaka Mexican Place 845,Local,Mexican,21.04901,55.899134,Osaka,Japan,2015,False,True,False,False,4,4.7,1572,Operational,103.84,80.3,9.2,,,,,,,False,True,True,80,40000,12067,JPY,Asia,0.0065,0.67496,,,,0.8437,Standard Non-Member,86.24603072883176,0.67496,136.30417164843595
RES000846,Los Angeles Brazilian Place 846,Local,Brazilian,2.517167,158.036087,Los Angeles,USA,1997,False,True,True,True,1,3.3,2855,Operational,24.17,12.5,10.0,,,,,,,False,False,True,95,75000,2990,USD,North America,1.0,24.17,,,,25.4421052631579,Standard Non-Member,52.82680525595801,24.17,4.1373601929102115
RES000847,Delhi Mexican Place 847,Local,Mexican,-88.316631,98.439398,Delhi,India,1962,True,False,False,False,4,3.0,2936,Operational,84.85,30.8,9.6,5.9,2.03,0.6,22.0,52.0,0.055,True,True,True,38,14000,11312,INR,Asia,0.012,1.0182,0.0708,0.02436,0.264,2.6794736842105262,Standard Non-Member,58.44530936575885,1.089,94.28393804366722
RES000848,Osaka Mexican Place 848,Local,Mexican,-37.471221,28.242231,Osaka,Japan,1972,True,True,True,True,1,4.7,1505,Operational,21.14,87.4,2.8,5.33,4.13,1.64,23.17,37.0,0.02,False,False,False,80,40000,12067,JPY,Asia,0.0065,0.13741,0.034645,0.026844999999999997,0.15060500000000002,0.17176249999999998,Standard Non-Member,88.93271799397587,0.172055,203.76825727197968
RES000849,Mumbai French Place 849,Local,French,55.538515,70.905851,Mumbai,India,1951,False,False,True,False,4,3.4,559,Operational,103.05,43.9,6.1,,,,,,,False,False,True,40,15000,20633,INR,Asia,0.012,1.2366,,,,3.0915,Standard Non-Member,60.248287001814056,1.2366,49.328764896680504
RES000850,London Chinese Place 850,Local,Chinese,43.126649,-30.998671,London,United Kingdom,1978,False,False,True,False,2,3.0,4249,Closed Temporarily,43.92,35.3,9.3,,,,,,,True,True,False,90,50000,5700,GBP,Europe,1.28,56.217600000000004,,,,62.464000000000006,Standard Non-Member,61.54687073535669,56.217600000000004,1.6542861727593108
RES000851,Sao Paulo Brazilian Place 851,Local,Brazilian,-36.513613,-154.083746,Sao Paulo,Brazil,2011,True,False,True,True,3,3.8,1853,Operational,76.25,63.9,6.9,8.53,1.56,0.14,13.55,86.0,0.097,False,True,False,50,12000,8100,BRL,South America,0.18,13.725,1.5353999999999999,0.2808,2.439,27.449999999999996,Standard Non-Member,74.86494321916643,15.260399999999999,5.0273220380821835
RES000852,Rio de Janeiro Mediterranean Place 852,Local,Mediterranean,51.128987,-145.36117,Rio de Janeiro,Brazil,1975,True,False,False,True,2,2.4,4209,Operational,63.32,89.2,6.5,8.11,1.55,0.59,9.89,34.0,0.002,False,True,True,55,11000,5622,BRL,South America,0.18,11.397599999999999,1.4597999999999998,0.27899999999999997,1.7802,20.722909090909088,Membership Partner,79.4735635894317,11.397599999999999,5.702954507707369
RES000853,Tokyo Indian Place 853,Local,Indian,-24.617352,174.366102,Tokyo,Japan,1996,True,False,False,True,4,4.4,1103,Operational,82.33,97.4,3.5,5.79,4.35,0.89,4.0,87.0,0.013,False,True,False,85,45000,6349,JPY,Asia,0.0065,0.535145,0.037635,0.028274999999999998,0.026,0.6295823529411765,Standard Non-Member,90.03901300018232,0.57278,65.40271253078599
RES000854,Indian Chain 854,Chain,Indian,-48.219412,-103.560225,Rio de Janeiro,Brazil,1971,True,True,False,False,3,2.1,716,Operational,65.59,30.6,8.2,5.81,1.61,0.49,6.52,55.0,0.002,False,False,False,55,11000,5622,BRL,South America,0.18,11.8062,1.0457999999999998,0.2898,1.1736,21.465818181818182,Membership Partner,47.998761283897444,11.8062,6.94550262188489
RES000855,Mexican Chain 855,Chain,Mexican,-32.661323,-106.6011,Tokyo,Japan,1977,False,False,True,False,1,4.8,1715,Operational,22.25,74.8,2.5,,,,,,,True,True,False,85,45000,6349,JPY,Asia,0.0065,0.144625,,,,0.1701470588235294,Standard Non-Member,84.95250258672934,0.144625,172.85965179151742
RES000856,Sao Paulo French Place 856,Local,French,52.683146,-40.050576,Sao Paulo,Brazil,1954,True,True,False,True,1,4.8,1950,Operational,24.06,3.7,6.5,8.65,0.29,1.77,24.37,95.0,0.03,False,False,True,50,12000,8100,BRL,South America,0.18,4.3308,1.557,0.052199999999999996,4.3866,8.6616,Standard Non-Member,56.96456365045674,5.8878,15.008770894806759
RES000857,Pizza Chain 857,Chain,Pizza,-12.53221,159.865126,Delhi,India,1975,True,True,False,True,4,2.0,1304,Operational,75.26,81.0,8.5,9.51,0.25,0.75,17.22,60.0,0.039,False,True,False,38,14000,11312,INR,Asia,0.012,0.90312,0.11412,0.003,0.20664,2.3766315789473684,Standard Non-Member,69.66814780781696,1.0172400000000001,94.11806391391629
RES000858,New York Burger Place 858,Local,Burger,-63.476235,18.231067,New York,USA,1950,True,False,False,False,1,3.5,3141,Operational,21.59,58.1,2.9,7.72,1.8,1.84,21.88,57.0,0.08,False,True,False,100,85000,10700,USD,North America,1.0,21.59,7.72,1.8,21.88,21.59,Standard Non-Member,72.60295562533281,29.31,1.34321438892013
RES000859,Mumbai Italian Place 859,Local,Italian,-14.086797,123.002391,Mumbai,India,1982,True,False,True,False,3,2.8,3387,Operational,62.22,57.9,8.9,4.28,0.96,1.02,3.87,69.0,0.031,False,True,True,40,15000,20633,INR,Asia,0.012,0.74664,0.05136,0.011519999999999999,0.04644,1.8665999999999998,Standard Non-Member,68.58846023022527,0.7979999999999999,119.20052608951289
RES000860,Mumbai Pizza Place 860,Local,Pizza,-70.257041,109.922711,Mumbai,India,2011,True,False,False,True,3,2.8,2769,Operational,87.36,44.5,5.5,2.67,0.14,0.3,24.95,34.0,0.004,True,False,True,40,15000,20633,INR,Asia,0.012,1.04832,0.03204,0.0016800000000000003,0.2994,2.6208,Standard Non-Member,62.51911482651762,1.08036,52.46484616830151
RES000861,Osaka Brazilian Place 861,Local,Brazilian,-62.790587,-141.691692,Osaka,Japan,1987,True,True,True,True,4,2.5,4454,Operational,87.77,59.7,8.7,1.81,1.94,0.43,12.62,18.0,0.045,True,False,True,80,40000,12067,JPY,Asia,0.0065,0.5705049999999999,0.011765,0.01261,0.08202999999999999,0.7131312499999999,Standard Non-Member,68.47279501654823,0.58227,152.49620512317136
RES000862,Delhi Japanese Place 862,Local,Japanese,60.862393,-173.306699,Delhi,India,1998,False,False,True,False,1,2.6,339,Operational,19.11,48.2,2.7,,,,,,,True,False,True,38,14000,11312,INR,Asia,0.012,0.22932,,,,0.6034736842105263,Standard Non-Member,55.410738103660314,0.22932,117.73889002751602
RES000863,Mumbai Indian Place 863,Local,Indian,27.413635,-24.265881,Mumbai,India,1981,True,False,True,True,1,4.3,1050,Operational,18.12,37.1,5.7,0.94,0.95,0.07,7.49,83.0,0.095,False,False,True,40,15000,20633,INR,Asia,0.012,0.21744000000000002,0.01128,0.0114,0.08988,0.5436000000000001,Standard Non-Member,65.1457280937446,0.22872000000000003,262.1400747789055
RES000864,Mumbai Brazilian Place 864,Local,Brazilian,43.787473,43.423202,Mumbai,India,2001,False,True,False,False,3,3.4,520,Operational,85.87,6.7,6.9,,,,,,,True,False,True,40,15000,20633,INR,Asia,0.012,1.03044,,,,2.5761,Standard Non-Member,45.114030539104114,1.03044,66.9616212864201
RES000865,American Chain 865,Chain,American,-61.563714,-31.121012,Los Angeles,USA,2009,True,False,True,False,4,4.6,3,Operational,81.06,92.5,5.8,5.87,2.08,1.17,5.44,44.0,0.034,True,True,True,95,75000,2990,USD,North America,1.0,81.06,5.87,2.08,5.44,85.32631578947368,Membership Partner,69.482812146462,81.06,0.7155193595420755
RES000866,Mediterranean Chain 866,Chain,Mediterranean,-18.766665,-31.743116,Sao Paulo,Brazil,1962,True,False,False,True,4,2.3,3099,Operational,80.71,14.7,7.8,2.02,3.71,0.37,5.56,42.0,0.005,True,False,False,50,12000,8100,BRL,South America,0.18,14.5278,0.3636,0.6678,1.0008,29.0556,Membership Partner,47.99555581154651,14.5278,5.3690162743831635
RES000867,Sao Paulo Pizza Place 867,Local,Pizza,-62.796902,99.527526,Sao Paulo,Brazil,1993,False,True,True,False,4,4.4,3670,Operational,84.75,41.8,1.0,,,,,,,False,True,False,50,12000,8100,BRL,South America,0.18,15.254999999999999,,,,30.509999999999998,Standard Non-Member,72.03102671310441,15.254999999999999,0.6555227364455762
RES000868,New York Pizza Place 868,Local,Pizza,-20.725821,148.060082,New York,USA,1951,True,True,True,True,1,2.3,2846,Closed Temporarily,21.51,58.3,5.2,1.66,0.64,0.77,17.85,58.0,0.039,True,True,True,100,85000,10700,USD,North America,1.0,21.51,1.66,0.64,17.85,21.51,Standard Non-Member,65.13568834688296,23.17,2.4174801293593613
RES000869,Brazilian Chain 869,Chain,Brazilian,38.375326,-121.019973,Los Angeles,USA,1960,False,False,True,False,1,5.0,4920,Operational,23.26,74.5,5.4,,,,,,,False,False,True,95,75000,2990,USD,North America,1.0,23.26,,,,24.484210526315792,Standard Non-Member,89.74320047145278,23.26,2.3215820154091995
RES000870,Los Angeles French Place 870,Local,French,-17.244416,121.065974,Los Angeles,USA,2015,True,False,False,False,4,2.0,4971,Operational,91.98,19.2,1.1,3.41,3.89,0.86,17.95,38.0,0.051,True,False,False,95,75000,2990,USD,North America,1.0,91.98,3.41,3.89,17.95,96.82105263157895,Standard Non-Member,49.65951584949319,95.39,0.11959121418143928
RES000871,Rio de Janeiro Italian Place 871,Local,Italian,-16.496689,52.039722,Rio de Janeiro,Brazil,1990,False,False,True,True,2,2.5,2056,Operational,40.48,26.0,1.8,,,,,,,True,True,False,55,11000,5622,BRL,South America,0.18,7.2863999999999995,,,,13.248,Standard Non-Member,52.27091133207151,7.2863999999999995,2.470355392188819
RES000872,New York Mediterranean Place 872,Local,Mediterranean,29.248522,-45.489197,New York,USA,1991,True,True,True,False,1,4.5,1350,Operational,23.12,49.8,4.8,7.96,1.3,0.88,0.83,20.0,0.086,True,True,False,100,85000,10700,USD,North America,1.0,23.12,7.96,1.3,0.83,23.12,Standard Non-Member,72.31016407795812,31.080000000000002,2.0761244776762764
RES000873,Osaka French Place 873,Local,French,-85.421578,-161.158281,Osaka,Japan,1979,True,False,False,False,4,2.3,871,Operational,101.25,76.1,5.9,0.79,3.22,1.08,3.72,98.0,0.02,True,True,True,80,40000,12067,JPY,Asia,0.0065,0.658125,0.005135,0.02093,0.02418,0.82265625,Standard Non-Member,68.08810453495023,0.66326,89.64848676393275
RES000874,Brazilian Chain 874,Chain,Brazilian,-5.38225,57.019012,Mumbai,India,2019,True,False,False,True,1,4.2,985,Operational,21.45,8.4,8.1,1.52,4.59,1.07,10.11,81.0,0.059,False,False,False,40,15000,20633,INR,Asia,0.012,0.2574,0.01824,0.05508,0.12132,0.6435000000000001,Membership Partner,52.84086698311085,0.2574,314.68409213639416
RES000875,Brazilian Chain 875,Chain,Brazilian,-28.221294,23.810101,Rio de Janeiro,Brazil,1967,True,False,True,True,1,3.8,955,Operational,19.33,5.1,6.8,7.47,3.93,0.57,15.71,48.0,0.006,True,True,False,55,11000,5622,BRL,South America,0.18,3.4793999999999996,1.3445999999999998,0.7074,2.8278,6.326181818181817,Standard Non-Member,49.01203635525542,4.824,19.54359385422951
RES000876,Delhi American Place 876,Local,American,68.330271,-57.063585,Delhi,India,1989,False,True,True,False,1,4.7,2084,Operational,18.05,31.1,7.3,,,,,,,False,True,False,38,14000,11312,INR,Asia,0.012,0.21660000000000001,,,,0.5700000000000001,Standard Non-Member,67.55853239748849,0.21660000000000001,337.02522149020547
RES000877,Tokyo Pizza Place 877,Local,Pizza,40.592068,86.981271,Tokyo,Japan,1990,True,False,True,False,4,3.6,2453,Operational,77.26,26.6,1.0,6.61,2.68,1.54,0.45,51.0,0.037,True,False,False,85,45000,6349,JPY,Asia,0.0065,0.50219,0.042965,0.01742,0.002925,0.5908117647058824,Standard Non-Member,59.7324773396502,0.5451550000000001,19.91274236296548
RES000878,Delhi American Place 878,Local,American,11.044943,-82.336609,Delhi,India,1991,True,True,False,True,1,4.6,4432,Operational,23.14,17.0,4.5,1.88,1.94,1.0,4.7,25.0,0.027,True,True,False,38,14000,11312,INR,Asia,0.012,0.27768000000000004,0.02256,0.02328,0.056400000000000006,0.7307368421052632,Standard Non-Member,63.97535832532044,0.30024000000000006,162.05646047082803
RES000879,Indian Chain 879,Chain,Indian,38.948571,161.450316,Osaka,Japan,2010,False,False,True,True,2,3.5,2128,Operational,55.42,19.9,9.6,,,,,,,False,True,True,80,40000,12067,JPY,Asia,0.0065,0.36023,,,,0.4502875,Standard Non-Member,55.95208846179226,0.36023,266.4956652814444
RES000880,Manchester Burger Place 880,Local,Burger,87.264216,-150.275873,Manchester,United Kingdom,1959,True,False,True,True,2,5.0,4710,Operational,51.58,28.4,0.8,0.26,3.76,0.02,16.3,25.0,0.048,False,True,True,75,35000,4800,GBP,Europe,1.28,66.0224,0.33280000000000004,4.8128,20.864,88.02986666666666,Standard Non-Member,71.14959163379007,66.35520000000001,0.12117099467497403
RES000881,Brazilian Chain 881,Chain,Brazilian,18.14758,125.579664,Mumbai,India,2012,True,False,False,False,4,2.4,3115,Operational,103.8,54.4,8.1,8.92,0.8,1.03,16.24,16.0,0.024,True,True,False,40,15000,20633,INR,Asia,0.012,1.2456,0.10704,0.009600000000000001,0.19488,3.114,Standard Non-Member,64.49368817815373,1.35264,65.02884952725631
RES000882,Sao Paulo Italian Place 882,Local,Italian,25.217597,-148.865869,Sao Paulo,Brazil,1952,True,True,True,False,3,3.7,1171,Operational,68.87,29.6,4.3,8.18,1.92,1.04,14.97,77.0,0.002,False,True,True,50,12000,8100,BRL,South America,0.18,12.396600000000001,1.4724,0.34559999999999996,2.6946,24.793200000000002,Membership Partner,58.92954129949983,12.396600000000001,3.4686927489236763
RES000883,Delhi French Place 883,Local,French,-61.073382,44.842321,Delhi,India,2002,True,False,False,True,3,3.0,1757,Operational,68.63,4.6,9.9,6.83,3.68,1.48,23.01,41.0,0.081,True,False,True,38,14000,11312,INR,Asia,0.012,0.82356,0.08196,0.044160000000000005,0.27612000000000003,2.1672631578947366,Standard Non-Member,46.15767230137286,0.90552,120.20967481461605
RES000884,American Chain 884,Chain,American,25.518394,179.410239,New York,USA,1963,True,True,True,False,3,3.7,814,Operational,68.64,30.7,9.6,0.13,4.62,0.66,7.28,71.0,0.032,True,False,False,100,85000,10700,USD,North America,1.0,68.64,0.13,4.62,7.28,68.64,Membership Partner,58.08999889872709,68.64,1.3986013782255045
RES000885,Sao Paulo Pizza Place 885,Local,Pizza,19.24946,141.795537,Sao Paulo,Brazil,1955,True,False,True,False,1,2.1,3047,Operational,19.46,69.2,5.3,9.56,4.07,0.08,9.58,79.0,0.007,False,False,False,50,12000,8100,BRL,South America,0.18,3.5028,1.7208,0.7326,1.7244,7.005600000000001,Standard Non-Member,68.53597253297909,5.2236,15.130748221209254
RES000886,London Thai Place 886,Local,Thai,88.661621,-121.24894,London,United Kingdom,2012,True,False,False,True,3,2.9,3314,Operational,79.55,40.0,6.2,1.88,3.0,1.49,17.33,81.0,0.099,False,False,False,90,50000,5700,GBP,Europe,1.28,101.824,2.4064,3.84,22.182399999999998,113.13777777777779,Standard Non-Member,61.9517390337972,104.2304,0.6088937715185637
RES000887,Indian Chain 887,Chain,Indian,7.940162,105.372846,Delhi,India,1993,True,False,False,False,3,4.7,3014,Operational,73.2,99.4,5.4,5.54,2.76,1.85,23.72,57.0,0.037,True,False,False,38,14000,11312,INR,Asia,0.012,0.8784000000000001,0.06648,0.03312,0.28464,2.311578947368421,Standard Non-Member,96.17763049301628,0.94488,61.475339850478306
RES000888,Italian Chain 888,Chain,Italian,34.262384,-120.911382,New York,USA,2017,False,True,True,True,4,2.3,4283,Operational,98.15,83.6,5.4,,,,,,,False,True,False,100,85000,10700,USD,North America,1.0,98.15,,,,98.15,Standard Non-Member,76.69493625783103,98.15,0.550178292917185
RES000889,American Chain 889,Chain,American,-86.103536,-22.693871,Mumbai,India,1983,False,True,True,True,1,3.5,3889,Operational,26.25,0.3,1.5,,,,,,,True,True,False,40,15000,20633,INR,Asia,0.012,0.315,,,,0.7875,Standard Non-Member,50.23512103615421,0.315,47.61889644794778
RES000890,Sao Paulo Mediterranean Place 890,Local,Mediterranean,24.880973,13.852861,Sao Paulo,Brazil,1964,True,True,True,False,1,2.8,930,Closed Temporarily,27.87,71.6,7.4,3.12,3.62,0.59,6.09,41.0,0.041,True,False,True,50,12000,8100,BRL,South America,0.18,5.0166,0.5616,0.6516,1.0961999999999998,10.0332,Membership Partner,69.51870274281897,5.0166,14.751023651273043
RES000891,Mumbai Thai Place 891,Local,Thai,-50.263643,-11.958629,Mumbai,India,1951,True,False,False,True,3,2.6,1843,Operational,71.5,40.3,2.0,9.27,4.69,0.04,18.06,79.0,0.028,True,True,False,40,15000,20633,INR,Asia,0.012,0.858,0.11123999999999999,0.056280000000000004,0.21672,2.145,Membership Partner,58.20589393295734,0.858,23.30999614219564
RES000892,Tokyo Mediterranean Place 892,Local,Mediterranean,70.776545,55.354005,Tokyo,Japan,1985,True,False,False,True,1,3.6,446,Operational,24.02,75.1,2.7,0.81,4.5,0.61,18.92,77.0,0.065,True,True,True,85,45000,6349,JPY,Asia,0.0065,0.15613,0.005265,0.029249999999999998,0.12298,0.18368235294117646,Standard Non-Member,73.1344589446384,0.16139499999999998,172.93170478636534
RES000893,Sao Paulo Pizza Place 893,Local,Pizza,-42.609299,78.563608,Sao Paulo,Brazil,1952,False,False,True,False,1,2.3,4491,Closed Temporarily,23.36,58.8,8.4,,,,,,,True,True,True,50,12000,8100,BRL,South America,0.18,4.2048,,,,8.4096,Standard Non-Member,66.94192708473024,4.2048,19.97716419873378
RES000894,Los Angeles Mexican Place 894,Local,Mexican,-3.372674,-123.953338,Los Angeles,USA,1972,False,False,True,False,1,5.0,3503,Closed Temporarily,18.46,25.9,2.3,,,,,,,False,True,False,95,75000,2990,USD,North America,1.0,18.46,,,,19.431578947368422,Standard Non-Member,69.10703663831208,18.46,1.2459370939362353
RES000895,Delhi Brazilian Place 895,Local,Brazilian,38.307769,-3.897014,Delhi,India,1952,False,True,False,False,1,4.0,1843,Operational,21.88,90.7,9.4,,,,,,,True,True,False,38,14000,11312,INR,Asia,0.012,0.26256,,,,0.6909473684210526,Standard Non-Member,86.76589393295734,0.26256,358.0120429157415
RES000896,Pizza Chain 896,Chain,Pizza,-6.958904,-165.362976,Mumbai,India,1964,True,True,False,False,4,2.2,2013,Closed Temporarily,89.5,85.1,5.3,9.36,4.17,0.09,7.82,87.0,0.029,False,False,True,40,15000,20633,INR,Asia,0.012,1.074,0.11231999999999999,0.05004,0.09384,2.685,Membership Partner,74.03650188795189,1.074,49.34818496444603
RES000897,Manchester Mediterranean Place 897,Local,Mediterranean,81.043317,-166.039294,Manchester,United Kingdom,1981,True,False,True,False,3,2.0,4773,Operational,73.85,45.5,2.3,5.73,3.68,0.72,16.91,44.0,0.092,False,True,False,75,35000,4800,GBP,Europe,1.28,94.52799999999999,7.3344000000000005,4.7104,21.6448,126.03733333333331,Membership Partner,60.03638175348294,94.52799999999999,0.24331414773068144
RES000898,French Chain 898,Chain,French,71.975,-111.892807,Los Angeles,USA,1950,True,False,False,True,2,2.5,82,Operational,45.53,34.3,3.1,6.23,0.3,0.72,6.53,53.0,0.043,True,True,False,95,75000,2990,USD,North America,1.0,45.53,6.23,0.3,6.53,47.92631578947368,Membership Partner,44.284059984777485,45.53,0.6808697412503901
RES000899,Tokyo Mediterranean Place 899,Local,Mediterranean,87.500536,12.971632,Tokyo,Japan,1989,False,False,True,True,1,2.7,1848,Operational,21.12,33.7,5.0,,,,,,,True,False,True,85,45000,6349,JPY,Asia,0.0065,0.13728,,,,0.1615058823529412,Standard Non-Member,56.17543145417805,0.13728,364.2164611271771
RES000900,New York Indian Place 900,Local,Indian,-54.7544,36.087472,New York,USA,1955,True,False,True,True,3,4.6,1507,Operational,60.7,76.0,0.0,3.11,1.69,1.5,5.82,55.0,0.003,False,True,False,100,85000,10700,USD,North America,1.0,60.7,3.11,1.69,5.82,60.699999999999996,Membership Partner,83.77739245310211,60.7,0.0
RES000901,Manchester Thai Place 901,Local,Thai,68.194557,-5.890106,Manchester,United Kingdom,1965,False,True,True,False,3,4.7,3540,Operational,60.38,68.8,8.9,,,,,,,False,True,False,75,35000,4800,GBP,Europe,1.28,77.2864,,,,103.04853333333332,Standard Non-Member,84.50403387388953,77.2864,1.1515609324336376
RES000902,New York Thai Place 902,Local,Thai,-53.514442,120.113605,New York,USA,1973,True,False,True,True,2,3.2,1907,Operational,32.45,69.1,9.4,3.7,2.06,1.62,3.72,84.0,0.057,True,True,False,100,85000,10700,USD,North America,1.0,32.45,3.7,2.06,3.72,32.45,Standard Non-Member,73.44606608142472,36.150000000000006,2.896764163427915
RES000903,Mediterranean Chain 903,Chain,Mediterranean,-58.626775,166.534793,Delhi,India,2021,True,False,False,True,2,2.9,4273,Operational,43.94,1.8,3.9,8.92,0.12,0.84,19.36,34.0,0.01,False,True,True,38,14000,11312,INR,Asia,0.012,0.52728,0.10704,0.0014399999999999999,0.23232,1.387578947368421,Membership Partner,47.56670488125309,0.52728,73.9643567661266
RES000904,Tokyo Brazilian Place 904,Local,Brazilian,-4.464593,141.952741,Tokyo,Japan,1963,True,False,True,False,1,3.6,3105,Operational,23.61,43.8,4.7,7.52,1.78,1.52,17.61,90.0,0.077,False,True,False,85,45000,6349,JPY,Asia,0.0065,0.153465,0.04887999999999999,0.01157,0.114465,0.1805470588235294,Standard Non-Member,67.44236639265911,0.202345,306.25676045508453
RES000905,London Italian Place 905,Local,Italian,-79.463675,-32.479719,London,United Kingdom,2014,True,False,False,False,4,3.6,1281,Operational,89.53,53.6,6.8,8.22,0.85,1.39,0.61,41.0,0.099,False,True,False,90,50000,5700,GBP,Europe,1.28,114.5984,10.521600000000001,1.088,0.7808,127.33155555555555,Standard Non-Member,68.24551708764834,125.12,0.5933765166583781
RES000906,Rio de Janeiro American Place 906,Local,American,-57.355605,15.291945,Rio de Janeiro,Brazil,1995,False,True,False,False,3,4.8,2581,Closed Temporarily,68.75,65.4,3.0,,,,,,,True,True,False,55,11000,5622,BRL,South America,0.18,12.375,,,,22.5,Standard Non-Member,82.63156363440885,12.375,2.4242422283440628
RES000907,Sao Paulo Indian Place 907,Local,Indian,52.464511,-55.45974,Sao Paulo,Brazil,1982,True,True,False,False,1,2.7,3603,Operational,18.8,46.6,9.0,2.24,4.62,0.93,20.9,64.0,0.03,True,True,True,50,12000,8100,BRL,South America,0.18,3.384,0.4032,0.8316,3.7619999999999996,6.768000000000001,Standard Non-Member,63.686148535951276,3.7872,26.595736821590773
RES000908,Sao Paulo Pizza Place 908,Local,Pizza,82.233656,151.420639,Sao Paulo,Brazil,1958,False,True,False,True,2,3.3,995,Operational,40.36,87.3,5.4,,,,,,,True,True,True,50,12000,8100,BRL,South America,0.18,7.264799999999999,,,,14.529599999999999,Standard Non-Member,79.0364092063435,7.264799999999999,7.433101058101936
RES000909,Mexican Chain 909,Chain,Mexican,-67.489413,17.042461,Rio de Janeiro,Brazil,1993,True,True,True,True,1,3.3,2133,Operational,24.24,94.4,4.5,5.57,2.88,0.81,7.29,35.0,0.099,False,True,True,55,11000,5622,BRL,South America,0.18,4.3632,1.0026,0.5184,1.3122,7.933090909090909,Standard Non-Member,84.56035073261037,5.3658,10.313528989381878
RES000910,French Chain 910,Chain,French,-12.86674,26.599275,New York,USA,1954,True,False,True,True,1,4.0,2341,Operational,21.68,62.6,5.2,9.77,4.02,1.12,23.06,50.0,0.078,True,True,False,100,85000,10700,USD,North America,1.0,21.68,9.77,4.02,23.06,21.68,Membership Partner,76.3679407959929,21.68,2.3985238746068323
