Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Delivery_fee,Service_fee,Packaging_fee,Estimated_delivery_time,Average_delivery_time,Peak_hour_multiplier,Minimum_order,Cancellation_rate,Availability,Average_menu_price,Popularity_score,Estimated_value_score,Total_Promo_Events,Avg_Discount_Nominal,Max_Discount_Nominal,Avg_Price_Markdown_Pct,Cost_of_living_index,Average_income,Currency,Region,FX_Rate,Minimum_order_USD,Average_menu_price_USD,Avg_Discount_USD,Promo_Attractiveness_Score,Min_Order_Friction_Ratio,Normalized_Review_Score,Composite_Volume_Index,Promo_Strategy_Segment
RES001032,Indian Chain 1032,Chain,Indian,-12.395352,100.684219,New York,USA,1978,True,False,False,True,3,4.3,4184,Operational,8.75,3.94,0.67,45.0,50.0,2.23,9.56,0.019,True,64.81,57.3,8.0,1.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,9.56,64.81,0.0,56.0,0.14750809832575068,97.9086184597763,73.54344738391052,"Growth Driver (High Promo, Low Barrier)"
RES001033,Burger Chain 1033,Chain,Burger,-19.340405,-177.18886,Tokyo,Japan,1995,False,True,True,True,2,3.7,1588,Operational,,,,,,,,,,50.08,5.4,6.2,3.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,,0.32552,0.0,43.4,,86.5389212191177,37.85556848764708,"Growth Driver (High Promo, Low Barrier)"
RES001034,Los Angeles Japanese Place 1034,Local,Japanese,58.261309,-62.737386,Los Angeles,USA,1980,False,True,False,True,4,4.8,4769,Operational,,,,,,,,,,99.06,29.4,8.5,4.0,0.0,0.0,0.0,95,75000,USD,North America,1.0,,99.06,0.0,59.5,,99.44476453552468,57.417905814209874,"Growth Driver (High Promo, Low Barrier)"
RES001035,Osaka Mediterranean Place 1035,Local,Mediterranean,4.925565,-123.82285,Osaka,Japan,2003,True,False,False,True,2,2.2,3972,Operational,8.76,1.06,1.23,30.0,35.0,1.62,18.26,0.087,True,30.85,74.2,3.3,3.0,0.0,0.0,0.0,80,40000,JPY,Asia,0.0065,0.11869,0.200525,0.0,23.099999999999998,0.591893320566909,97.29827646824515,83.43931058729807,"Strict Gatekeeper (Low Promo, High Barrier)"
RES001036,New York Chinese Place 1036,Local,Chinese,2.072186,-105.504719,New York,USA,1999,False,False,True,True,1,4.8,2751,Operational,,,,,,,,,,25.24,60.7,2.5,7.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,,25.24,0.0,17.5,,92.98717388825007,73.61486955530003,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001037,London Chinese Place 1037,Local,Chinese,-9.895238,89.496165,London,United Kingdom,2018,True,False,False,False,3,2.7,1297,Closed Temporarily,1.07,0.05,1.04,52.0,53.0,1.28,9.92,0.003,False,67.49,54.7,7.6,6.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,12.6976,86.38719999999999,0.0,53.199999999999996,0.1469847367783105,84.16401301420524,66.4856052056821,"Growth Driver (High Promo, Low Barrier)"
RES001038,Pizza Chain 1038,Chain,Pizza,-25.068083,147.32567,London,United Kingdom,1953,True,True,True,True,2,2.8,2311,Operational,7.53,3.18,0.29,70.0,77.0,2.07,14.46,0.086,False,43.43,88.4,9.6,5.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,18.5088,55.5904,0.0,67.2,0.3329495680378345,90.94177143054078,89.41670857221632,"Basket Maximizer (High Promo, High Barrier)"
RES001039,Sao Paulo Pizza Place 1039,Local,Pizza,-11.930991,-68.213641,Sao Paulo,Brazil,1990,False,False,True,False,1,3.1,2316,Operational,,,,,,,,,,22.27,60.8,5.1,5.0,0.0,0.0,0.0,50,12000,BRL,South America,0.18,,4.0085999999999995,0.0,35.699999999999996,,90.96713476174588,72.86685390469836,"Growth Driver (High Promo, Low Barrier)"
RES001040,Rio de Janeiro Italian Place 1040,Local,Italian,-80.489765,-76.113488,Rio de Janeiro,Brazil,1983,False,False,True,False,1,4.7,685,Operational,,,,,,,,,,24.05,20.7,5.3,6.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,,4.329,0.0,37.1,,76.67695380836707,43.090781523346834,"Growth Driver (High Promo, Low Barrier)"
RES001041,Thai Chain 1041,Chain,Thai,25.941547,-112.232411,Mumbai,India,2004,False,False,True,False,1,3.0,1608,Operational,,,,,,,,,,19.32,58.0,3.3,3.0,0.0,0.0,0.0,40,15000,INR,Asia,0.012,,0.23184000000000002,0.0,23.099999999999998,,86.68577343321579,69.4743093732863,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001042,Chinese Chain 1042,Chain,Chinese,-18.54842,-132.496447,Mumbai,India,2013,False,True,True,True,1,3.1,794,Operational,,,,,,,,,,25.27,99.9,0.2,4.0,0.0,0.0,0.0,40,15000,INR,Asia,0.012,,0.30324,0.0,1.4000000000000001,,78.40828737440793,91.30331494976318,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001043,New York Italian Place 1043,Local,Italian,85.299909,98.64993,New York,USA,2005,True,False,False,True,4,4.6,2738,Operational,8.15,0.91,0.65,80.0,75.0,1.24,3.3,0.084,True,91.04,36.0,0.4,5.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,3.3,91.04,0.0,2.8000000000000003,0.036247802765292145,92.93158141183318,58.77263256473327,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001044,American Chain 1044,Chain,American,72.93419,91.228399,Manchester,United Kingdom,2006,False,True,True,True,4,3.8,1991,Operational,,,,,,,,,,93.7,75.7,3.5,4.0,0.0,0.0,0.0,75,35000,GBP,Europe,1.28,,119.936,0.0,24.5,,89.19271759858168,81.09708703943267,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001045,Manchester Italian Place 1045,Local,Italian,-3.519778,-72.367927,Manchester,United Kingdom,1983,True,True,True,False,4,2.3,383,Operational,0.86,3.64,0.74,82.0,85.0,1.26,6.33,0.057,True,55.59,85.0,3.3,,,,,75,35000,GBP,Europe,1.28,8.1024,71.15520000000001,0.0,23.099999999999998,0.11386939937110147,69.86459862573675,78.9458394502947,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001046,Delhi French Place 1046,Local,French,13.541273,67.120214,Delhi,India,1992,True,True,False,True,3,2.7,2688,Closed Temporarily,0.7,1.33,0.42,84.0,90.0,1.12,24.34,0.025,False,58.69,88.4,4.4,,,,,38,14000,INR,Asia,0.012,0.29208,0.70428,0.0,30.800000000000004,0.41472082876011135,92.71527681459987,90.12611072583995,"Strict Gatekeeper (Low Promo, High Barrier)"
RES001047,London Japanese Place 1047,Local,Japanese,-34.241593,-21.139907,London,United Kingdom,1959,False,True,False,True,1,3.8,3817,Operational,,,,,,,,,,22.68,89.6,9.1,4.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,,29.0304,0.0,63.699999999999996,,96.83105896720924,92.49242358688369,"Growth Driver (High Promo, Low Barrier)"
RES001048,Burger Chain 1048,Chain,Burger,76.885501,-101.250076,Los Angeles,USA,1988,True,False,False,True,3,3.1,3423,Operational,5.98,4.32,1.04,53.0,63.0,1.56,8.54,0.097,False,61.85,52.6,4.7,5.0,0.0,0.0,0.0,95,75000,USD,North America,1.0,8.54,61.85,0.0,32.9,0.13807598806667762,95.55229603080348,69.78091841232138,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001049,Osaka Chinese Place 1049,Local,Chinese,-52.313997,92.730482,Osaka,Japan,2001,True,True,True,False,4,4.6,2415,Operational,8.08,2.15,1.09,67.0,63.0,1.39,3.66,0.044,False,80.32,63.7,0.3,5.0,0.0,0.0,0.0,80,40000,JPY,Asia,0.0065,0.02379,0.5220799999999999,0.0,2.1,0.04556764180270878,91.45836528005434,74.80334611202173,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001050,Rio de Janeiro Indian Place 1050,Local,Indian,87.093608,-88.515745,Rio de Janeiro,Brazil,1966,False,False,True,True,2,3.6,682,Operational,,,,,,,,,,50.75,23.0,0.7,5.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,,9.135,0.0,4.8999999999999995,,76.62549712359407,44.450198849437626,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001051,Mumbai Pizza Place 1051,Local,Pizza,-78.103758,-160.861826,Mumbai,India,2013,True,False,False,True,1,2.4,2440,Operational,6.57,1.5,0.16,37.0,40.0,1.96,2.55,0.073,True,20.23,32.4,2.3,5.0,0.0,0.0,0.0,40,15000,INR,Asia,0.012,0.0306,0.24276,0.0,16.099999999999998,0.1260499009313687,91.57922985834807,56.071691943339225,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001052,Indian Chain 1052,Chain,Indian,-9.411663,132.098876,Osaka,Japan,1971,True,False,True,True,4,4.9,1446,Operational,3.9,4.82,0.59,89.0,97.0,1.45,6.29,0.059,False,93.67,1.2,9.6,5.0,0.0,0.0,0.0,80,40000,JPY,Asia,0.0065,0.040885,0.608855,0.0,67.2,0.06715052491886422,85.43984738254339,34.89593895301736,"Growth Driver (High Promo, Low Barrier)"
RES001053,Italian Chain 1053,Chain,Italian,-39.119308,-179.18478,Los Angeles,USA,1987,False,False,True,False,3,4.3,3066,Operational,,,,,,,,,,78.73,12.1,9.7,,,,,95,75000,USD,North America,1.0,,78.73,0.0,67.89999999999999,,94.25953460801433,44.963813843205735,"Growth Driver (High Promo, Low Barrier)"
RES001054,Rio de Janeiro Thai Place 1054,Local,Thai,21.82366,176.964163,Rio de Janeiro,Brazil,2019,True,True,False,False,1,4.6,3566,Operational,7.64,0.35,0.02,24.0,24.0,2.45,14.41,0.015,False,23.38,68.3,5.8,2.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,2.5938,4.208399999999999,0.0,40.6,0.616338604614912,96.03267127324919,79.39306850929967,"Basket Maximizer (High Promo, High Barrier)"
RES001055,Mediterranean Chain 1055,Chain,Mediterranean,-43.27612,28.327906,Osaka,Japan,1988,False,False,True,False,1,2.4,1906,Operational,,,,,,,,,,20.34,16.4,3.3,3.0,0.0,0.0,0.0,80,40000,JPY,Asia,0.0065,,0.13221,0.0,23.099999999999998,,88.68073192800755,45.31229277120302,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001056,Osaka French Place 1056,Local,French,-10.665433,-169.780802,Osaka,Japan,2014,True,True,True,True,4,2.3,2691,Operational,5.63,4.91,1.91,78.0,86.0,2.41,19.1,0.051,False,67.79,46.2,7.5,2.0,0.0,0.0,0.0,80,40000,JPY,Asia,0.0065,0.12415000000000001,0.440635,0.0,52.5,0.2817518314436406,92.72836807941897,64.8113472317676,"Basket Maximizer (High Promo, High Barrier)"
RES001057,Sao Paulo Pizza Place 1057,Local,Pizza,75.159971,-12.306477,Sao Paulo,Brazil,1983,True,False,False,False,1,3.2,4979,Operational,9.66,3.06,0.95,69.0,77.0,1.52,6.39,0.086,True,22.62,63.5,2.7,4.0,0.0,0.0,0.0,50,12000,BRL,South America,0.18,1.1502,4.0716,0.0,18.900000000000002,0.2824932993188674,99.95059519602398,78.0802380784096,"Strict Gatekeeper (Low Promo, High Barrier)"
RES001058,Delhi Italian Place 1058,Local,Italian,-18.238521,139.064544,Delhi,India,1976,False,True,True,True,4,4.1,1434,Operational,,,,,,,,,,91.34,86.5,9.4,4.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,,1.0960800000000002,0.0,65.8,,85.34207570205193,86.03683028082077,"Growth Driver (High Promo, Low Barrier)"
RES001059,Brazilian Chain 1059,Chain,Brazilian,-12.094224,37.671635,London,United Kingdom,2010,True,False,True,False,4,3.3,1628,Operational,6.85,2.89,1.53,72.0,74.0,2.18,0.11,0.085,True,85.83,69.9,7.2,4.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,0.1408,109.8624,0.0,50.4,0.0012816031573895789,86.83081149076507,76.67232459630603,"Growth Driver (High Promo, Low Barrier)"
RES001060,Delhi Mediterranean Place 1060,Local,Mediterranean,84.286149,94.420851,Delhi,India,1973,False,True,True,False,2,2.3,276,Operational,,,,,,,,,,39.32,30.2,8.1,,,,,38,14000,INR,Asia,0.012,,0.47184000000000004,0.0,56.699999999999996,,66.02979800274312,44.531919201097246,"Growth Driver (High Promo, Low Barrier)"
RES001061,Delhi Burger Place 1061,Local,Burger,-15.680028,104.40287,Delhi,India,1998,True,False,False,True,4,2.7,1264,Operational,1.34,4.07,1.46,44.0,44.0,2.47,14.64,0.051,False,88.16,8.4,7.0,8.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,0.17568,1.05792,0.0,49.0,0.1660615490192557,83.86166116095477,38.58466446438191,"Growth Driver (High Promo, Low Barrier)"
RES001062,Burger Chain 1062,Chain,Burger,-29.586054,-132.658646,Rio de Janeiro,Brazil,2022,True,False,True,False,2,3.6,4228,Operational,0.32,2.67,0.03,50.0,53.0,1.94,3.44,0.083,False,46.1,73.6,5.5,3.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,0.6192,8.298,0.0,38.5,0.07462038146295717,98.03141253935466,83.37256501574186,"Growth Driver (High Promo, Low Barrier)"
RES001063,Japanese Chain 1063,Chain,Japanese,-0.159969,118.070137,Sao Paulo,Brazil,1985,True,False,False,True,1,2.8,201,Closed Temporarily,9.4,0.11,1.63,31.0,41.0,1.5,5.6,0.002,True,16.16,15.7,2.5,4.0,0.0,0.0,0.0,50,12000,BRL,South America,0.18,1.008,2.9088,0.0,17.5,0.34653453433218706,62.322680080258706,34.349072032103486,"Strict Gatekeeper (Low Promo, High Barrier)"
RES001064,American Chain 1064,Chain,American,-59.423608,-174.069225,Los Angeles,USA,1992,True,False,False,True,4,2.1,2409,Operational,3.26,0.74,0.52,54.0,56.0,1.74,19.94,0.039,False,95.26,27.8,10.0,2.0,0.0,0.0,0.0,95,75000,USD,North America,1.0,19.94,95.26,0.0,70.0,0.20932185377575213,91.42917169323779,53.251668677295115,"Growth Driver (High Promo, Low Barrier)"
RES001065,French Chain 1065,Chain,French,-13.351007,74.416577,Tokyo,Japan,2008,False,True,True,False,1,4.5,4999,Operational,,,,,,,,,,22.57,53.6,7.2,2.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,,0.146705,0.0,50.4,,99.99765209849257,72.15906083939703,"Growth Driver (High Promo, Low Barrier)"
RES001066,New York Mediterranean Place 1066,Local,Mediterranean,27.233329,-43.05708,New York,USA,2000,True,False,False,True,2,3.2,3786,Operational,5.25,4.1,1.23,82.0,84.0,2.48,6.44,0.085,True,48.27,21.4,9.3,5.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,6.44,48.27,0.0,65.10000000000001,0.13341619777467997,96.73534216489873,51.53413686595949,"Growth Driver (High Promo, Low Barrier)"
RES001067,Mumbai Mediterranean Place 1067,Local,Mediterranean,53.700998,172.810366,Mumbai,India,2021,True,False,True,True,1,2.2,3781,Operational,7.05,0.93,0.44,59.0,54.0,2.41,10.14,0.068,True,25.04,41.4,6.0,3.0,0.0,0.0,0.0,40,15000,INR,Asia,0.012,0.12168000000000001,0.30047999999999997,0.0,42.0,0.40495072899784024,96.71983062684004,63.527932250736015,"Basket Maximizer (High Promo, High Barrier)"
RES001068,Mumbai Pizza Place 1068,Local,Pizza,37.003506,2.704598,Mumbai,India,1961,True,False,False,False,3,4.9,4798,Operational,2.16,2.84,0.11,79.0,75.0,2.11,1.46,0.023,False,66.68,19.8,1.5,7.0,0.0,0.0,0.0,40,15000,INR,Asia,0.012,0.01752,0.8001600000000001,0.0,10.5,0.02189559351180575,99.51592783459836,51.68637113383935,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001069,Italian Chain 1069,Chain,Italian,-5.876325,-18.877171,Manchester,United Kingdom,2012,True,False,True,True,2,4.8,3909,Operational,8.08,1.77,0.91,73.0,83.0,1.81,24.33,0.012,False,47.04,89.3,4.0,3.0,0.0,0.0,0.0,75,35000,GBP,Europe,1.28,31.1424,60.2112,0.0,28.0,0.5172193791650161,97.110612208612,92.4242448834448,"Strict Gatekeeper (Low Promo, High Barrier)"
RES001070,Rio de Janeiro Brazilian Place 1070,Local,Brazilian,24.026949,175.636502,Rio de Janeiro,Brazil,1972,True,True,True,False,1,2.6,312,Operational,2.11,1.71,0.92,65.0,70.0,1.29,0.71,0.034,False,23.37,99.3,1.6,6.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,0.1278,4.2066,0.0,11.200000000000001,0.030380822901910593,67.46434120033581,86.56573648013432,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001071,New York Brazilian Place 1071,Local,Brazilian,23.682576,140.638872,New York,USA,2021,False,True,False,True,4,2.1,2815,Closed Temporarily,,,,,,,,,,84.84,33.5,1.2,4.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,,84.84,0.0,8.4,,93.25708649838815,57.40283459935526,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001072,Rio de Janeiro Italian Place 1072,Local,Italian,37.260834,-74.075745,Rio de Janeiro,Brazil,1968,False,True,True,True,3,4.5,809,Operational,,,,,,,,,,67.91,4.9,9.8,5.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,,12.223799999999999,0.0,68.60000000000001,,78.62774575370261,34.391098301481044,"Growth Driver (High Promo, Low Barrier)"
RES001073,Delhi Chinese Place 1073,Local,Chinese,6.484094,-132.946567,Delhi,India,2015,False,True,True,False,3,4.8,4751,Operational,,,,,,,,,,44.17,65.0,3.7,1.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,,0.5300400000000001,0.0,25.900000000000002,,99.40037627301506,78.76015050920603,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001074,Delhi Japanese Place 1074,Local,Japanese,48.625647,71.353475,Delhi,India,2002,False,True,False,False,3,2.4,283,Operational,,,,,,,,,,54.84,57.6,8.2,3.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,,0.6580800000000001,0.0,57.39999999999999,,66.32280704285193,61.089122817140776,"Growth Driver (High Promo, Low Barrier)"
RES001075,London Chinese Place 1075,Local,Chinese,-69.543614,-117.586411,London,United Kingdom,1954,True,False,False,True,4,2.9,3045,Operational,3.35,2.48,1.42,28.0,36.0,2.1,24.28,0.009,False,100.23,17.6,7.7,2.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,31.078400000000002,128.2944,0.0,53.9,0.242242839576452,94.1788687220928,48.23154748883712,"Basket Maximizer (High Promo, High Barrier)"
RES001076,Chinese Chain 1076,Chain,Chinese,15.1663,-132.147881,Tokyo,Japan,2011,False,False,True,True,1,4.3,3197,Operational,,,,,,,,,,17.19,54.5,3.7,4.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,,0.111735,0.0,25.900000000000002,,94.75059717185135,70.60023886874055,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001077,New York Brazilian Place 1077,Local,Brazilian,-61.230107,-102.18197,New York,USA,2014,False,True,True,True,4,2.5,1164,Operational,,,,,,,,,,84.81,11.0,8.4,3.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,,84.81,0.0,58.800000000000004,,82.89480389013912,39.75792155605565,"Growth Driver (High Promo, Low Barrier)"
RES001078,Manchester French Place 1078,Local,French,43.195707,129.611122,Manchester,United Kingdom,1975,True,False,True,True,4,2.7,3985,Operational,8.92,3.57,0.43,26.0,28.0,1.57,13.14,0.064,True,100.85,95.4,3.3,3.0,0.0,0.0,0.0,75,35000,GBP,Europe,1.28,16.819200000000002,129.088,0.0,23.099999999999998,0.13029251262477914,97.33663028017322,96.1746521120693,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001079,Manchester Mediterranean Place 1079,Local,Mediterranean,-69.147424,2.913673,Manchester,United Kingdom,1992,False,True,False,True,3,2.9,1565,Operational,,,,,,,,,,60.72,9.1,5.7,6.0,0.0,0.0,0.0,75,35000,GBP,Europe,1.28,,77.7216,0.0,39.9,,86.367738678961,40.00709547158441,"Growth Driver (High Promo, Low Barrier)"
RES001080,Japanese Chain 1080,Chain,Japanese,34.604261,21.503019,Tokyo,Japan,2000,True,True,False,False,1,4.6,7,Operational,4.66,0.39,0.0,66.0,62.0,1.68,7.43,0.082,False,23.67,87.5,3.8,5.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,0.048295,0.153855,0.0,26.599999999999998,0.3138974105657238,24.41406073231,62.265624292924,"Strict Gatekeeper (Low Promo, High Barrier)"
RES001081,Los Angeles Chinese Place 1081,Local,Chinese,-69.712571,171.528752,Los Angeles,USA,2018,True,True,False,False,1,4.7,257,Operational,3.43,0.56,0.17,41.0,51.0,1.43,16.77,0.025,True,22.02,97.5,9.0,6.0,0.0,0.0,0.0,95,75000,USD,North America,1.0,16.77,22.02,0.0,63.0,0.7615803468855428,65.19552958474682,84.57821183389873,"Basket Maximizer (High Promo, High Barrier)"
RES001082,Osaka French Place 1082,Local,French,63.169283,-41.882807,Osaka,Japan,1961,False,True,False,False,3,2.0,4450,Operational,,,,,,,,,,63.41,48.8,4.6,3.0,0.0,0.0,0.0,80,40000,JPY,Asia,0.0065,,0.41216499999999995,0.0,32.199999999999996,,98.63210374279761,68.73284149711904,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001083,Manchester Japanese Place 1083,Local,Japanese,-84.543253,152.697586,Manchester,United Kingdom,1959,True,False,False,False,3,3.1,3469,Operational,1.93,3.96,0.34,33.0,41.0,2.29,8.07,0.093,False,85.38,45.7,3.8,,,,,75,35000,GBP,Europe,1.28,10.329600000000001,109.2864,0.0,26.599999999999998,0.09451862176337933,95.70897701770514,65.70359080708207,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001084,Los Angeles Burger Place 1084,Local,Burger,-32.979042,-136.696078,Los Angeles,USA,2023,True,True,False,True,4,2.9,1121,Operational,2.78,4.87,1.13,84.0,92.0,1.8,4.24,0.091,False,69.85,64.7,8.9,2.0,0.0,0.0,0.0,95,75000,USD,North America,1.0,4.24,69.85,0.0,62.300000000000004,0.06070150235216175,82.45325705579361,71.80130282231744,"Growth Driver (High Promo, Low Barrier)"
RES001085,Burger Chain 1085,Chain,Burger,-45.187032,151.289898,New York,USA,2008,True,True,True,True,4,3.7,703,Operational,1.08,4.69,1.78,34.0,39.0,2.25,5.78,0.057,False,90.95,80.5,6.5,,,,,100,85000,USD,North America,1.0,5.78,90.95,0.0,45.5,0.0635514011704079,76.98104601018147,79.09241840407259,"Growth Driver (High Promo, Low Barrier)"
RES001086,Delhi Japanese Place 1086,Local,Japanese,-81.27952,148.458737,Delhi,India,2000,True,False,False,False,4,3.1,3572,Operational,3.53,2.34,0.78,66.0,70.0,1.44,14.49,0.017,False,89.71,76.0,2.1,1.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,0.17388,1.07652,0.0,14.700000000000001,0.16152030475949844,96.05240351562306,84.02096140624923,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001087,Burger Chain 1087,Chain,Burger,60.461049,-22.820648,Sao Paulo,Brazil,1979,False,True,False,False,1,4.0,4858,Operational,,,,,,,,,,25.96,88.3,9.8,3.0,0.0,0.0,0.0,50,12000,BRL,South America,0.18,,4.6728,0.0,68.60000000000001,,99.66180688817253,92.844722755269,"Growth Driver (High Promo, Low Barrier)"
RES001088,Thai Chain 1088,Chain,Thai,-6.122025,-47.913098,Osaka,Japan,1986,False,False,True,False,4,3.4,879,Operational,,,,,,,,,,101.22,11.6,7.1,1.0,0.0,0.0,0.0,80,40000,JPY,Asia,0.0065,,0.65793,0.0,49.699999999999996,,79.60090336352044,38.80036134540818,"Growth Driver (High Promo, Low Barrier)"
RES001089,London American Place 1089,Local,American,-56.312257,-41.962292,London,United Kingdom,2023,True,False,True,True,4,3.3,4462,Operational,4.16,3.65,0.88,58.0,58.0,2.13,22.52,0.035,True,111.01,36.2,7.1,6.0,0.0,0.0,0.0,90,50000,GBP,Europe,1.28,28.8256,142.0928,0.0,49.699999999999996,0.2028646053644899,98.66371430202894,61.185485720811585,"Growth Driver (High Promo, Low Barrier)"
RES001090,Rio de Janeiro Thai Place 1090,Local,Thai,-2.004492,3.573429,Rio de Janeiro,Brazil,1964,False,True,False,False,2,4.7,231,Operational,,,,,,,,,,42.89,79.8,8.2,4.0,0.0,0.0,0.0,55,11000,BRL,South America,0.18,,7.7202,0.0,57.39999999999999,,63.948408416127435,73.45936336645097,"Growth Driver (High Promo, Low Barrier)"
RES001091,Manchester Italian Place 1091,Local,Italian,-82.08187,-141.728301,Manchester,United Kingdom,2011,False,True,True,False,2,4.4,1915,Operational,,,,,,,,,,36.96,52.9,0.8,2.0,0.0,0.0,0.0,75,35000,GBP,Europe,1.28,,47.308800000000005,0.0,5.6000000000000005,,88.73601119991184,67.23440447996474,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001092,Los Angeles Indian Place 1092,Local,Indian,-8.810735,78.88873,Los Angeles,USA,2023,True,True,False,False,2,4.2,4132,Operational,0.42,3.48,1.32,67.0,67.0,1.92,13.9,0.057,True,52.12,26.8,0.3,1.0,0.0,0.0,0.0,95,75000,USD,North America,1.0,13.9,52.12,0.0,2.1,0.2666922435400568,97.76182274235188,55.18472909694076,"Strict Gatekeeper (Low Promo, High Barrier)"
RES001093,Manchester French Place 1093,Local,French,18.964332,132.913652,Manchester,United Kingdom,1970,True,False,True,True,3,2.6,3238,Operational,6.31,0.92,0.51,37.0,39.0,1.0,12.7,0.021,True,69.76,44.8,2.2,2.0,0.0,0.0,0.0,75,35000,GBP,Europe,1.28,16.256,89.29280000000001,0.0,15.400000000000002,0.18205275025474896,94.90016201547247,64.84006480618899,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001094,Los Angeles Pizza Place 1094,Local,Pizza,61.679442,100.284714,Los Angeles,USA,2016,True,True,True,False,2,3.1,4618,Operational,6.05,3.94,0.11,45.0,50.0,1.03,2.0,0.064,False,43.02,79.3,0.7,1.0,0.0,0.0,0.0,95,75000,USD,North America,1.0,2.0,43.02,0.0,4.8999999999999995,0.046490003568340224,99.06708943230501,87.206835772922,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001095,Delhi Brazilian Place 1095,Local,Brazilian,52.777609,-164.431778,Delhi,India,1962,False,True,True,True,4,3.1,382,Operational,,,,,,,,,,82.8,84.4,3.5,2.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,,0.9936,0.0,24.5,,69.8339840544166,78.57359362176665,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001096,Tokyo Burger Place 1096,Local,Burger,23.174532,43.249911,Tokyo,Japan,1953,True,True,True,True,3,3.5,2500,Operational,3.47,4.25,1.28,63.0,66.0,1.15,5.27,0.016,True,77.97,62.2,1.8,1.0,0.0,0.0,0.0,85,45000,JPY,Asia,0.0065,0.034254999999999994,0.506805,0.0,12.6,0.0675899653910964,91.86432718796463,74.06573087518586,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001097,Japanese Chain 1097,Chain,Japanese,19.388547,125.583285,Delhi,India,1980,True,True,False,True,2,4.8,2362,Operational,1.48,4.15,0.19,43.0,40.0,2.39,1.9,0.042,False,41.42,35.9,3.1,8.0,0.0,0.0,0.0,38,14000,INR,Asia,0.012,0.0228,0.49704000000000004,0.0,21.7,0.04587146734374026,91.19794191551799,58.019176766207195,"Organic Frictions-Free (Low Promo, Low Barrier)"
RES001098,New York French Place 1098,Local,French,-45.214902,139.613464,New York,USA,2000,True,False,False,False,2,3.4,4559,Operational,6.25,1.88,1.61,84.0,81.0,1.49,22.59,0.068,False,46.75,10.8,1.5,4.0,0.0,0.0,0.0,100,85000,USD,North America,1.0,22.59,46.75,0.0,10.5,0.48320854581372097,98.91615583485982,46.046462333943936,"Strict Gatekeeper (Low Promo, High Barrier)"
